Nome da rua;Freguesia
Travessa do Lopes;COVILHÃ E CANHOSO
Travessa do Peixe;COVILHÃ E CANHOSO
Travessa do Postiguinho;COVILHÃ E CANHOSO
Travessa do Raimundo;COVILHÃ E CANHOSO
Travessa do Ranito;COVILHÃ E CANHOSO
Travessa do Ribeiro;COVILHÃ E CANHOSO
Travessa do Ribeiro de Flandres;COVILHÃ E CANHOSO
Travessa do Rodrigo;COVILHÃ E CANHOSO
Travessa do Serrado;COVILHÃ E CANHOSO
Travessa do Sineiro;COVILHÃ E CANHOSO
Travessa do Tinte;COVILHÃ E CANHOSO
Travessa do Varandado;COVILHÃ E CANHOSO
Travessa do Viriato;COVILHÃ E CANHOSO
Travessa dos Compadres;COVILHÃ E CANHOSO
Travessa dos Cruzes;COVILHÃ E CANHOSO
Travessa dos Namorados;COVILHÃ E CANHOSO
Travessa dos Quelhas;COVILHÃ E CANHOSO
Urbanização Ponte Mártir in Colo;COVILHÃ E CANHOSO
Urbanização Quinta Várzea;COVILHÃ E CANHOSO
Urbanização Quinta da Arrepiada;COVILHÃ E CANHOSO
Urbanização Quinta da Comenda;COVILHÃ E CANHOSO
Urbanização Quinta da Várzea;COVILHÃ E CANHOSO
Urbanização Quinta das Rosas;COVILHÃ E CANHOSO
Urbanização Quinta do Polito;COVILHÃ E CANHOSO
Urbanização Ribeiro de Flandres;COVILHÃ E CANHOSO
Urbanização da Boa Vista;COVILHÃ E CANHOSO
Urbanização da Macaia;COVILHÃ E CANHOSO
Urbanização da Ponte Mártir-In-Colo;COVILHÃ E CANHOSO
Urbanização das Almas;COVILHÃ E CANHOSO
Urbanização do Polido;COVILHÃ E CANHOSO
Variante 18;COVILHÃ E CANHOSO
Viela Raimundo;COVILHÃ E CANHOSO
Viela do Raimundo;COVILHÃ E CANHOSO
Vila Hermínia;COVILHÃ E CANHOSO
Avenida 1º de Maio;DOMINGUIZO
Avenida 2 de Novembro;DOMINGUIZO
Avenida Almirante Américo Tomaz;DOMINGUIZO
Avenida das Sesmarias;DOMINGUIZO
Beco Avenida;DOMINGUIZO
Beco Cimo do Povo;DOMINGUIZO
Beco da Avenida Almirante Américo Tomaz;DOMINGUIZO
Beco da Quintarola;DOMINGUIZO
Beco das Sesmarias;DOMINGUIZO
Beco do Casainho;DOMINGUIZO
Beco do Pinho Manso;DOMINGUIZO
Beco do Terreiro;DOMINGUIZO
Becos da Bica;DOMINGUIZO
Largo Laurita;DOMINGUIZO
Largo Poço Negro;DOMINGUIZO
Largo Silvestre Castelo Branco;DOMINGUIZO
Largo Terreiro;DOMINGUIZO
Largo da Amoreira;DOMINGUIZO
Quelha do Maria;DOMINGUIZO
Quelha do Terreiro;DOMINGUIZO
Rua Adro;DOMINGUIZO
Rua Alto do Casainho;DOMINGUIZO
Rua Bica;DOMINGUIZO
Rua Cabeço;DOMINGUIZO
Rua Campo da Bola;DOMINGUIZO
Rua Casaínho;DOMINGUIZO
Rua Chão da Fonte;DOMINGUIZO
Rua Cimo Povo;DOMINGUIZO
Rua Direita;DOMINGUIZO
Rua Eira Velha;DOMINGUIZO
Rua Eira do Jardim;DOMINGUIZO
Rua Fonte Velha;DOMINGUIZO
Rua José Reis;DOMINGUIZO
Rua Laurita;DOMINGUIZO
Rua Marmeleiro;DOMINGUIZO
Rua Nova da Pousada;DOMINGUIZO
Rua Nova do Cardal;DOMINGUIZO
Rua Paiã;DOMINGUIZO
Rua Pinho Manso;DOMINGUIZO
Rua Porto da Ladeira;DOMINGUIZO
Rua Ribeiro do Pinhal;DOMINGUIZO
Rua São Sebastião;DOMINGUIZO
Rua Vale Brochado;DOMINGUIZO
Rua Vale Castanheira;DOMINGUIZO
Rua Vale de Gens;DOMINGUIZO
Rua da Colónia;DOMINGUIZO
Rua da Escola;DOMINGUIZO
Rua da Escola Velha;DOMINGUIZO
Rua da Maceira;DOMINGUIZO
Rua da Pousada;DOMINGUIZO
Rua da Praia Fluvial;DOMINGUIZO
Rua do Cardal;DOMINGUIZO
Rua do Cemitério;DOMINGUIZO
Rua do Emigrante;DOMINGUIZO
Rua do Parque;DOMINGUIZO
Rua do Souto;DOMINGUIZO
Rua do Vale;DOMINGUIZO
Rua dos Depósitos;DOMINGUIZO
Sitio da Fonte Velha;DOMINGUIZO
Travessa Cimo Povo;DOMINGUIZO
Travessa Fonte Velha;DOMINGUIZO
Travessa Laurita;DOMINGUIZO
Travessa Pinho Manso;DOMINGUIZO
Travessa da Amoreira;DOMINGUIZO
Travessa da Rua Direita;DOMINGUIZO
Travessa das Vinhas;DOMINGUIZO
Travessa do Barroco;DOMINGUIZO
Travessa do Cardal;DOMINGUIZO
Travessa do Ribeiro do Pinhal;DOMINGUIZO
Travessa do Terreiro;DOMINGUIZO
Bairro Meda;ERADA
Beco Rua Valada;ERADA
Beco São José;ERADA
Beco da Quelhinha;ERADA
Beco da Rua São Pedro;ERADA
Beco da Rua da Guadiana;ERADA
Beco da Rua da Praça;ERADA
Beco da Rua da Roseira;ERADA
Beco da Rua da Valada;ERADA
Beco da Rua de São Pedro;ERADA
Beco da Rua do Olival;ERADA
Beco da Rua do Terreiro;ERADA
Beco de São José;ERADA
Caminho Municipal 2533;ERADA
Caminho Municipal 2701;ERADA
Caminho Municipal 2701-1;ERADA
Caminho Municipal 2701-2;ERADA
Caminho Municipal 2701-3;ERADA
Caminho Municipal 2761;ERADA
Caminho Municipal 2761-1;ERADA
Caminho Municipal 2761-2;ERADA
Caminho Municipal 2761-3;ERADA
Caminho Municipal 2761-4;ERADA
Caminho Municipal 2761-5;ERADA
Estrada Municipal;ERADA
Estrada Municipal 510;ERADA
Largo Doutor José Ranito Baltazar;ERADA
Largo Igreja Velha;ERADA
Largo São Sebastião;ERADA
Largo Terreiro;ERADA
Largo de São Sebastião;ERADA
Largo do Terreiro;ERADA
Quinta do Pisão;ERADA
Rua A;ERADA
Rua Aradinhas;ERADA
Rua B;ERADA
Rua C;ERADA
Rua Canto Redondo;ERADA
Rua Carreira;ERADA
Rua D;ERADA
Rua Direita;ERADA
Rua Doutor Francisco Almeida Garrett;ERADA
Rua Doutor Francisco de Almeida Garrett;ERADA
Rua E;ERADA
Rua Eira;ERADA
Rua Engenheiro Vicente da Costa Borges Terenas;ERADA
Rua Escola;ERADA
Rua F;ERADA
Rua Fonte Nova;ERADA
Rua Fonte da Dorna;ERADA
Rua Fundo Povo;ERADA
Rua G;ERADA
Rua Galvão;ERADA
Rua Jogo da Bola;ERADA
Rua Junta de Freguesia;ERADA
Rua Mina;ERADA
Rua Nova;ERADA
Rua Olival;ERADA
Rua Oliveiras;ERADA
Rua Pinhos Mansos;ERADA
Rua Portelinha;ERADA
Rua Praça;ERADA
Rua Principal Carlos Pinto;ERADA
Rua Roseira;ERADA
Rua Santo António;ERADA
Rua Senhora dos Milagres;ERADA
Rua São José;ERADA
Rua São Pedro;ERADA
Rua São Sebastião;ERADA
Rua Terreiro;ERADA
Rua Valada;ERADA
Rua Vinha;ERADA
Rua da Almoinha;ERADA
Rua da Carreira;ERADA
Rua da Eira;ERADA
Rua da Escola;ERADA
Rua da Estrada;ERADA
Rua da Fonte Nova;ERADA
Rua da Fonte da Dorna;ERADA
Rua da Guadiana;ERADA
Rua da Junta de Freguesia;ERADA
Rua da Lameira;ERADA
Rua da Mina;ERADA
Rua da Praça;ERADA
Rua da Razinha;ERADA
Rua da Roseira;ERADA
Rua da Valada;ERADA
Rua da Vinha;ERADA
Rua das Aradinhas;ERADA
Rua das Oliveiras;ERADA
Rua de Santo António;ERADA
Rua de São António;ERADA
Rua de São José;ERADA
Rua de São Pedro;ERADA
Rua de São Sebastião;ERADA
Rua do Canto Redondo;ERADA
Rua do Fundo do Povo;ERADA
Rua do Galvão;ERADA
Rua do Jogo da Bola;ERADA
Rua do Lameiro do Mato;ERADA
Rua do Olival;ERADA
Rua do Outeiro;ERADA
Rua do Talho;ERADA
Rua do Terreiro;ERADA
Rua do Torgal;ERADA
Rua dos Pinhos Mansos;ERADA
Travessa Aradinhas;ERADA
Travessa Fundo Povo;ERADA
Travessa Jogo da Bola;ERADA
Travessa Senhora dos Milagres;ERADA
Travessa São Sebastião;ERADA
Travessa Valada;ERADA
Travessa Vinha;ERADA
Travessa da Almoinha;ERADA
Travessa da Roseira;ERADA
Travessa da Rua Senhora dos Milagres;ERADA
Travessa da Rua da Mina;ERADA
Travessa da Rua da Roseira;ERADA
Travessa da Rua das Aradinhas;ERADA
Travessa da Rua das Oliveiras;ERADA
Travessa da Rua de Santo António;ERADA
Travessa da Rua de São Sebastião;ERADA
Travessa da Rua do Terreiro;ERADA
Travessa da Valada;ERADA
Travessa da Vinha;ERADA
Travessa das Hortas do Rego;ERADA
Travessa das Oliveiras;ERADA
Travessa do Fundo do Povo;ERADA
Travessa do Jogo da Bola;ERADA
Autoestrada da Beira Interior;FERRO
Avenida Dona Laura Monteiro Maricoto;FERRO
Beco da Barronceira;FERRO
Beco da Igreja;FERRO
Beco das Eiras;FERRO
Beco das Quintãs;FERRO
Beco do Adro;FERRO
Beco do Cortinhal;FERRO
Beco do Outeiro;FERRO
Beco do Saco;FERRO
Caminho Municipal 1026;FERRO
Caminho Municipal 1036;FERRO
Caminho Municipal 1717;FERRO
Caminho Municipal 1721;FERRO
Caminho Municipal 1729;FERRO
Caminho Municipal 1749;FERRO
Caminho Municipal 1749-1;FERRO
Caminho Municipal 1752;FERRO
Caminho das Paiãs;FERRO
Caminho dos Alvercões;FERRO
Canal;FERRO
Estrada Municipal 506;FERRO
Estrada Municipal 506 - Quinta Branca;FERRO
Estrada Municipal 506 - Álvares;FERRO
Estrada Municipal 506 Álvares;FERRO
Estrada Municipal 506-1;FERRO
Estrada Nacional 18;FERRO
Largo Monte Serrano;FERRO
Ponte Pedrinha;FERRO
Praceta do Ganhão;FERRO
Praça 21 de Junho;FERRO
Rua 25 de Abril;FERRO
Rua Campo de Futebol;FERRO
Rua Casal Catanas;FERRO
Rua Coração de Maria;FERRO
Rua Dona Zeca Gonçalves;FERRO
Rua Doutor Carlos Coelho;FERRO
Rua Doutor Duarte Simões;FERRO
Rua Doutor José Proença;FERRO
Rua Doutor Oliveira Dias;FERRO
Rua Família Gonçalves;FERRO
Rua José Proença Fazenda;FERRO
Rua Luís de Sousa Rodrigues;FERRO
Rua Mártir São Sebastião;FERRO
Rua Poço Frio;FERRO
Rua Quinta da Raposa;FERRO
Rua Quinta de Madeira;FERRO
Rua Quinta do Freixo;FERRO
Rua Ribeiro de Moinho;FERRO
Rua Rota do Zezere;FERRO
Rua da Avessada;FERRO
Rua da Barroca Funda;FERRO
Rua da Barronceira;FERRO
Rua da Cancela;FERRO
Rua da Castanheira;FERRO
Rua da Estalagem;FERRO
Rua da Fonte Nova;FERRO
Rua da Horta Solar;FERRO
Rua da Igreja;FERRO
Rua da Pontinha;FERRO
Rua da Portela;FERRO
Rua da Quinta Nova;FERRO
Rua da Quinta das Rasas;FERRO
Rua da Quinta do Alçada;FERRO
Rua das Amoras;FERRO
Rua das Eiras;FERRO
Rua das Estufas;FERRO
Rua das Flores;FERRO
Rua das Missões;FERRO
Rua das Oliveiras;FERRO
Rua das Quintãs;FERRO
Rua das Sepulturas Romanas;FERRO
Rua do Alto da Charneca;FERRO
Rua do Amieiro Longo;FERRO
Rua do Bairro da Cruz;FERRO
Rua do Cabreiro;FERRO
Rua do Campo de Futebol;FERRO
Rua do Cerejal;FERRO
Rua do Chafariz Novo;FERRO
Rua do Cilindro;FERRO
Rua do Cortinhal;FERRO
Rua do Desbucho;FERRO
Rua do Espírito Santo;FERRO
Rua do Feixo;FERRO
Rua do Freixo;FERRO
Rua do Lameirão;FERRO
Rua do Meio;FERRO
Rua do Monte Serrano;FERRO
Rua do Outeiro;FERRO
Rua do Poço Frio;FERRO
Rua do Rebolal;FERRO
Rua do Rossio;FERRO
Rua do Serrado;FERRO
Rua do Sol;FERRO
Rua dos Casais;FERRO
Rua dos Soutos;FERRO
Travessa da Cancela;FERRO
Travessa da Cruz;FERRO
Travessa da Estalagem;FERRO
Travessa da Fonte Nova;FERRO
Travessa da Praça;FERRO
Travessa das Quintãs;FERRO
Travessa do Alfaiate;FERRO
Travessa do Espírito Santo;FERRO
Travessa do Lameirão;FERRO
Travessa do Outeiro;FERRO
Travessa do Rebolal;FERRO
Travessa do Rossio;FERRO
Travessa do Sapateiro;FERRO
Travessa dos Casais;FERRO
Autoestrada da Beira Interior;ORJAIS
Avenida Padre José dos Santos Serra;ORJAIS
Avenida da Igreja;ORJAIS
Bairro Moinhelos;ORJAIS
Bairro da Cerdeira;ORJAIS
Bairro do Brejo;ORJAIS
Caminho Barroca da Eireira;ORJAIS
Caminho Cabeço Queimado;ORJAIS
Caminho Jamures;ORJAIS
Caminho Municiapl 1941;ORJAIS
Caminho Municipal 1813;ORJAIS
Caminho Municipal 1873;ORJAIS
Caminho Municipal 1877;ORJAIS
Caminho Municipal 1918;ORJAIS
Caminho Municipal 1920;ORJAIS
Caminho Municipal 1933;ORJAIS
Caminho Municipal 1935;ORJAIS
Caminho Municipal 1935-1;ORJAIS
Caminho Municipal 1939;ORJAIS
Caminho Municipal 1941;ORJAIS
Caminho Municipal 1941-1;ORJAIS
Caminho Senhora das Luzes;ORJAIS
Caminho Souto Redondo;ORJAIS
Caminho Souto São Pedro;ORJAIS
Caminho Vale Lourenço;ORJAIS
Caminho da Cabeça Gorda;ORJAIS
Caminho da Quinta da Carroça;ORJAIS
Caminho da Senhora das Cabeças;ORJAIS
Caminho das Hortas;ORJAIS
Caminho do Cabeço das Vinhas;ORJAIS
Caminho do Chão Grande;ORJAIS
Caminho dos Reboleiros;ORJAIS
Estrada Nacional 18;ORJAIS
Estrada Nacional 18 Orjais;ORJAIS
Estrada Nacional 18 Quintas de Orjais;ORJAIS
Estrada Velha;ORJAIS
Largo Fonte de Cima;ORJAIS
Largo da Amoreira;ORJAIS
Largo da Igreja;ORJAIS
Quelha Fonte da Prata;ORJAIS
Rua António Lopes Mateus Silva;ORJAIS
Rua Direita;ORJAIS
Rua Doutor Malaca Casteleiro;ORJAIS
Rua Fonte Velha;ORJAIS
Rua Fonte de Cima;ORJAIS
Rua Fonte de Prata;ORJAIS
Rua da Barquinha;ORJAIS
Rua da Cerdeira;ORJAIS
Rua da Cruz;ORJAIS
Rua da República;ORJAIS
Rua das Lages;ORJAIS
Rua das Quintas da Gravancinha;ORJAIS
Rua do Casarão;ORJAIS
Rua do Outeiro;ORJAIS
Rua do Quebra Costas;ORJAIS
Rua do Regatinho;ORJAIS
Rua do Vale Lourenço;ORJAIS
Rua dos Polames;ORJAIS
Sitio Chão Novo;ORJAIS
Sítio da Borralheira;ORJAIS
Travessa Barroca da Eireira;ORJAIS
Travessa da Cancelinha;ORJAIS
Travessa da Fonte Velha;ORJAIS
Travessa da Fonte de Cima;ORJAIS
Travessa da Fonte de Prata;ORJAIS
Travessa da Rua do Casarão;ORJAIS
Travessa das Lages;ORJAIS
Travessa das Quintas da Gravancinha;ORJAIS
Travessa de Jamures;ORJAIS
Travessa do Outeiro;ORJAIS
Travessa do Quebra Costas;ORJAIS
100 South Road;PAUL
2ª Travessa das Malhadas;PAUL
2ª Travessa à Rua Fundo do Povo;PAUL
3ª Travessa das Malhadas;PAUL
632 West Lane;PAUL
Aldeinho Kaminhu;PAUL
Avenida Januário Leite;PAUL
Avenida Jerônimo Monteiro;PAUL
Avenida Leopoldina;PAUL
Avenida Padre José Santiago;PAUL
Bairro da Reboleirada;PAUL
Bairro do Pisão;PAUL
Beco Aidê;PAUL
Beco Antigo;PAUL
Beco Atalaia;PAUL
Beco Couto Aguirre;PAUL
Beco Piraquê;PAUL
Beco Projetado;PAUL
Beco das Lages;PAUL
Beco dos Arcos;PAUL
Beco dos Olivais;PAUL
Bluebell Lane;PAUL
Bruce Drive;PAUL
C.M 2068;PAUL
C.M 2608;PAUL
Caminho Municipal 2601;PAUL
Canto Carvalho;PAUL
Canto de Cima;PAUL
Canto do Chão Redondo;PAUL
Canto dos Cachopos;PAUL
Canto dos Prados;PAUL
Columbine Drive;PAUL
Crocus Lane;PAUL
East Clark Street;PAUL
East Ellis Street;PAUL
East Idaho Street;PAUL
East Lincoln Street;PAUL
East Railroad Street;PAUL
Eira dos Pereiras;PAUL
Escadaria Fernando Fracalossi;PAUL
Escadaria Montouto Alvarez;PAUL
Escadaria Projetada;PAUL
Estrada Municipal 510;PAUL
Estrada Municipal 512;PAUL
Estrada Nacional 230;PAUL
Estrada Nacional 343-1 Ameixoeira;PAUL
Estrada Nacional 343-1 Granjeira;PAUL
Estrada Nacional 343-1 Pedra da Sola;PAUL
Estrada Nacional 343-1 Ribeira da Goia;PAUL
Estrada Nacional 343-1 Taliscas;PAUL
Estrada da Quinta da Vargem;PAUL
Estrada do Santuário;PAUL
Granjeira;PAUL
Harper St;PAUL
Highland Drive;PAUL
Janela-Paul;PAUL
Janela-Paul - Porto Novo;PAUL
Largo Conde Refúgio;PAUL
Largo Espírito Santo;PAUL
Largo Professor Luís Fonseca;PAUL
Largo da Fonte do Conselho;PAUL
Largo da Quelhinha;PAUL
Largo do Curral;PAUL
Largo do Mercado;PAUL
Larkspaur Way;PAUL
Larkspur Way;PAUL
Lombo Joane;PAUL
Luray Drive;PAUL
Manning Cir;PAUL
North 2nd East Street;PAUL
North 3rd East Street;PAUL
North 4th East Street;PAUL
North 5th East Street;PAUL
North 5th Street West;PAUL
North 6th East Street;PAUL
North First East Street;PAUL
North First West Street;PAUL
North Fourth West Street;PAUL
North Main Street;PAUL
North Second West Street;PAUL
North Third West Street;PAUL
Paul;PAUL
Pont da Lavada;PAUL
Ponte Amilcar Cabral;PAUL
Primeira Travessa do Fundo do Povo;PAUL
Primrose Drive;PAUL
Ribeira Grande - Janela-Paúl;PAUL
Rua 1º de Maio;PAUL
Rua 25 de Abril;PAUL
Rua 8 de Janeiro;PAUL
Rua Agostinho Neto;PAUL
Rua Alfa;PAUL
Rua Alfinópolis;PAUL
Rua Amanda;PAUL
Rua Andreia;PAUL
Rua Anita Garibaldi;PAUL
Rua Antônio Vieira dos Santos;PAUL
Rua Associação Paúl Cultural Desportivo;PAUL
Rua Barroquinha;PAUL
Rua Bernardino Monteiro;PAUL
Rua Caminho das Carvalhas;PAUL
Rua Campo de Futebol;PAUL
Rua Carreira;PAUL
Rua Chão Canto;PAUL
Rua Chão Redondo;PAUL
Rua Chão do Canto;PAUL
Rua Chão do Forno;PAUL
Rua Cimo Eira;PAUL
Rua Cimo do Lugar;PAUL
Rua Clara de Assis;PAUL
Rua Coice Das Pombas;PAUL
Rua Costa Sena;PAUL
Rua Couto Aguirre;PAUL
Rua Covão de Carvalho;PAUL
Rua Curral;PAUL
Rua Daniel Silva;PAUL
Rua Deocleciano Oliveira;PAUL
Rua Doutor José Carvalho;PAUL
Rua Doutor João Baptista Morais;PAUL
Rua Eira;PAUL
Rua Eira Velha;PAUL
Rua Eliomar Venâncio de Souza;PAUL
Rua Espírito Santo;PAUL
Rua Fernando de Sá;PAUL
Rua Fibra;PAUL
Rua Fonte do Conselho;PAUL
Rua Fontinha;PAUL
Rua Frei Anicetto;PAUL
Rua Fundo da Várzea;PAUL
Rua Fundo do Povo;PAUL
Rua Gama;PAUL
Rua Guilhermina;PAUL
Rua Guilhermina Geovanotte;PAUL
Rua Henrique Laranja;PAUL
Rua Igreja;PAUL
Rua Inácio Pessoa;PAUL
Rua Jacinto Fontainhas;PAUL
Rua Jerônimo Monteiro;PAUL
Rua Joaquim Bahiense;PAUL
Rua Jogo da Bola;PAUL
Rua José David Moscon;PAUL
Rua José França;PAUL
Rua José Marmelo Silva;PAUL
Rua João Pedro Lascosque;PAUL
Rua Júlio César Lima Moreira;PAUL
Rua Lameira;PAUL
Rua Lameiro da Fonte;PAUL
Rua Laranjal;PAUL
Rua Malhadas;PAUL
Rua Moscoso;PAUL
Rua Nossa Senhora Aparecida;PAUL
Rua Nova;PAUL
Rua Nova da Ribeira;PAUL
Rua Olivais;PAUL
Rua Ordem e Progresso;PAUL
Rua Oxossi;PAUL
Rua Padre Floniano;PAUL
Rua Paulo Natali;PAUL
Rua Pinha;PAUL
Rua Pisão;PAUL
Rua Ponte;PAUL
Rua Projetada;PAUL
Rua Quebra Costas;PAUL
Rua Quelhinha;PAUL
Rua Ramila;PAUL
Rua Ribeiro Fojo;PAUL
Rua Ribeiro do Fojo;PAUL
Rua Rio Verde;PAUL
Rua Rosa Maria Borges Devens;PAUL
Rua Santos Dumont;PAUL
Rua Sebastião Souza;PAUL
Rua Severiano Silva;PAUL
Rua Souto Serra;PAUL
Rua Souto da Capela;PAUL
Rua Souto da Serra;PAUL
Rua Sumagral;PAUL
Rua Vale;PAUL
Rua Vale Moinho;PAUL
Rua Vale do Moínho;PAUL
Rua Vasco Alves de Oliveira;PAUL
Rua Wagner Silva;PAUL
Rua da Carreira;PAUL
Rua da Carvalha;PAUL
Rua da Cava;PAUL
Rua da Eira;PAUL
Rua da Eira dos Pereiras;PAUL
Rua da Fonte do Concelho;PAUL
Rua da Fontinha;PAUL
Rua da Igreja;PAUL
Rua da Lameira;PAUL
Rua da Lavandeira;PAUL
Rua da Marinheira;PAUL
Rua da Neicha;PAUL
Rua da Pinha;PAUL
Rua da Ponte;PAUL
Rua da Portela;PAUL
Rua da Praça;PAUL
Rua da Quelhinha;PAUL
Rua da Ramila;PAUL
Rua da Reboleira;PAUL
Rua das Flores;PAUL
Rua das Lages;PAUL
Rua das Malhadas;PAUL
Rua das Oliveirinhas;PAUL
Rua das Quelhas;PAUL
Rua de Cima;PAUL
Rua do Chão Grande Á Cava;PAUL
Rua do Espírito Santo;PAUL
Rua do Jogo da Bola;PAUL
Rua do Lameirão;PAUL
Rua do Mercado;PAUL
Rua do Olival;PAUL
Rua do Pisão;PAUL
Rua do Quebra-Costas;PAUL
Rua do Sumagral;PAUL
Rua do Vale;PAUL
Rua dos Olivais;PAUL
Rua dos Poços;PAUL
Rua dos Prados;PAUL
Rua dos Prados da Fontinha;PAUL
Rua dos Santuário;PAUL
Segunda Travessa do Fundo do Povo;PAUL
South 1st East Street;PAUL
South 2nd East Street;PAUL
South 3rd East Street;PAUL
South 600 West;PAUL
South First West Street;PAUL
South Main Street;PAUL
Travessa Alfenas;PAUL
Travessa Doutor José Carvalho;PAUL
Travessa Fundo Povo;PAUL
Travessa Jacinto Fontainhas;PAUL
Travessa José Bonifácio;PAUL
Travessa Lameira;PAUL
Travessa Pisão;PAUL
Travessa Ramila;PAUL
Travessa Ribeiro Fojo;PAUL
Travessa da Marinheira;PAUL
Travessa da Quelhinha;PAUL
Travessa da Ramila;PAUL
Travessa da Reboleirada;PAUL
Travessa da Rua de Cima;PAUL
Travessa das Flores;PAUL
Travessa das Malhadas;PAUL
Travessa das Quelhas;PAUL
Travessa de Cima;PAUL
Travessa do Chão Redondo;PAUL
Travessa do Espírito Santo;PAUL
Travessa do Jogo da Bola;PAUL
Travessa do Lameirão;PAUL
Travessa do Mercado;PAUL
Travessa do Moinho do Pisão;PAUL
Travessa do Pisão;PAUL
Travessa dos Prados;PAUL
Tunel Santa Barbara;PAUL
Tunel do Farol;PAUL
Urbanização do Serrado;PAUL
W Clark St;PAUL
W Highland Dr;PAUL
Wellis Road;PAUL
West Clark Street;PAUL
West Ellis Street;PAUL
West Idaho Street;PAUL
West Lincoln Street;PAUL
West Railroad Street;PAUL
West Wayne Street;PAUL
Autoestrada da Beira Interior;PERABOA
Bairro Abelheira;PERABOA
Bairro do Rodrigues;PERABOA
Caminho Municipal 1024;PERABOA
Caminho Municipal 2001;PERABOA
Caminho Municipal 2002;PERABOA
Caminho Municipal 2003;PERABOA
Caminho Municipal 2003-1;PERABOA
Caminho Municipal 2004;PERABOA
Caminho Municipal 2004-1;PERABOA
Caminho Municipal 2005;PERABOA
Caminho Municipal 2005-1;PERABOA
Caminho Municipal 2009;PERABOA
Caminho Municipal 2009-1;PERABOA
Caminho Municipal 2009-2;PERABOA
Caminho Municipal 2010;PERABOA
Caminho Municipal 2010-1;PERABOA
Caminho Municipal 2014;PERABOA
Caminho Municipal 2015;PERABOA
Caminho Municipal 2016;PERABOA
Caminho Municipal 2017;PERABOA
Caminho Municipal 2017-1;PERABOA
Caminho Municipal 2017-2;PERABOA
Caminho Municipal 2018;PERABOA
Caminho Municipal 2018-1;PERABOA
Caminho da Vigia;PERABOA
Caminho do Panasquinho;PERABOA
Canal;PERABOA
Estrada Municipal 506;PERABOA
Estrada Municipal 506 - Variante a Peraboa;PERABOA
Estrada Nacional 345;PERABOA
Largo da Abelheira;PERABOA
Largo da Praça;PERABOA
Largo das Escolas;PERABOA
Largo de São Sebastião;PERABOA
Largo do Forno;PERABOA
Largo do Sítio da Abelheira;PERABOA
Largo do Tanque;PERABOA
Largo dos Chões;PERABOA
Lugar do Cabecinho;PERABOA
Quinta do Muro;PERABOA
Rua 5 de Outubro;PERABOA
Rua Campo da Bola;PERABOA
Rua Casa do Povo;PERABOA
Rua Cinco de Outubro;PERABOA
Rua Direita;PERABOA
Rua Família Lobo Vasconcelos;PERABOA
Rua Lameira de Junco;PERABOA
Rua Lameira do Junco;PERABOA
Rua Quinta da Dominga Loba;PERABOA
Rua Quinta da Rata;PERABOA
Rua Quinta do Alçada;PERABOA
Rua Quintas da Serra;PERABOA
Rua Seis de Maio;PERABOA
Rua da Abelheira;PERABOA
Rua da Achadinha;PERABOA
Rua da Barronceira;PERABOA
Rua da Corga;PERABOA
Rua da Família Lobo Vasconcelos;PERABOA
Rua da Fonte Velha;PERABOA
Rua da Igreja;PERABOA
Rua da Lage da Torre;PERABOA
Rua da Laje da Torre;PERABOA
Rua da Lameira;PERABOA
Rua da Pontinha;PERABOA
Rua da Portela;PERABOA
Rua da Pousada;PERABOA
Rua da Quinta do Alçada;PERABOA
Rua da Ribeira;PERABOA
Rua da Tapada;PERABOA
Rua da Tapadinha;PERABOA
Rua das Almas;PERABOA
Rua das Lages;PERABOA
Rua de Santa Ana;PERABOA
Rua de São Marcos;PERABOA
Rua do Brejo;PERABOA
Rua do Casal dos Tinoucos;PERABOA
Rua do Espírito Santo;PERABOA
Rua do Jardim;PERABOA
Rua do Ladrilho;PERABOA
Rua do Major;PERABOA
Rua do Mineral;PERABOA
Rua do Passadiço;PERABOA
Rua do Pecalvo;PERABOA
Rua do Prazo;PERABOA
Rua do Salgueirinho;PERABOA
Rua do Serrado;PERABOA
Rua do Vale;PERABOA
Rua dos Casaínhos;PERABOA
Rua dos Laijões;PERABOA
Rua dos Salgueirinhos;PERABOA
Travessa Jogo da Bola;PERABOA
Travessa Quinta Pedra Dura;PERABOA
Travessa Seis de Maio;PERABOA
Travessa Sítio da Praça;PERABOA
Travessa Tapada da Lage;PERABOA
Travessa da Lagariça;PERABOA
Travessa da Lameira;PERABOA
Travessa da Tapada da Fonte;PERABOA
Travessa do Brejo;PERABOA
Travessa do Chafariz;PERABOA
Travessa do Forno;PERABOA
Travessa dos Chões;PERABOA
Avenida Furriel Miliciano Aníbal José Pereira Casteleiro;PESO E VALES DO RIO
Beco Nº 1 da Rua do Outeiro;PESO E VALES DO RIO
Beco Nº 2 da Rua do Outeiro;PESO E VALES DO RIO
Caminho Grande Rota do Zêzere 33;PESO E VALES DO RIO
Escadas da Ladeira;PESO E VALES DO RIO
Estrada Municipal 513 Cruzinha;PESO E VALES DO RIO
Estrada Municipal 513 Peso;PESO E VALES DO RIO
Largo 25 de Abril;PESO E VALES DO RIO
Largo Engenheiro Bouceiro Mendes;PESO E VALES DO RIO
Largo Santa Maria Madalena;PESO E VALES DO RIO
Largo Senhor dos Passos;PESO E VALES DO RIO
Largo de Santo António;PESO E VALES DO RIO
Ponte Peso Pesinho;PESO E VALES DO RIO
Quelha do Rio;PESO E VALES DO RIO
