Nome da rua;Freguesia
Escadas da Lomba;ALDEIA DE SÃO FRANCISCO DE ASSIS
Estrada Municipal 512;ALDEIA DE SÃO FRANCISCO DE ASSIS
Largo da Eira;ALDEIA DE SÃO FRANCISCO DE ASSIS
Largo da Sobreira;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua Casa da Vinha;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua Direita;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua Sargento A. Torgal;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Avesseira;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Barroquinha;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Eira;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Galiza;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Lomba;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Malhada;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Vinha;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Barroco;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Casal;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Casarão;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Penedo;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Quebra Costas;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Ribeiro;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Sodinho;ALDEIA DE SÃO FRANCISCO DE ASSIS
Sítio do Caratão;ALDEIA DE SÃO FRANCISCO DE ASSIS
Travessa da Galiza;ALDEIA DE SÃO FRANCISCO DE ASSIS
Travessa da Rua Direita;ALDEIA DE SÃO FRANCISCO DE ASSIS
Travessa do Loureiro;ALDEIA DE SÃO FRANCISCO DE ASSIS
Travessa do Ribeiro;ALDEIA DE SÃO FRANCISCO DE ASSIS
1º Beco à Rua Cabeço de Baixo;BARCO E COUTADA
2º Beco à Rua Cabeço de Baixo;BARCO E COUTADA
Avenida São Sebastião;BARCO E COUTADA
Beco Carvalho da Iveca;BARCO E COUTADA
Beco Nº 1 da Rua do Calvário;BARCO E COUTADA
Beco Nº 1 da Rua do Torgal;BARCO E COUTADA
Beco Nº 2 da Rua do Calvário;BARCO E COUTADA
Beco Nº 2 da Rua do Torgal;BARCO E COUTADA
Beco Nº 3 da Rua do Calvário;BARCO E COUTADA
Beco Nº 3 da Rua do Torgal;BARCO E COUTADA
Beco da Corredoura;BARCO E COUTADA
Beco da Tapada do Clemente;BARCO E COUTADA
Beco das Escolas;BARCO E COUTADA
Beco de São Simão;BARCO E COUTADA
Beco do Bairro Novo;BARCO E COUTADA
Beco do Cabeço de Cima;BARCO E COUTADA
Beco do Forno;BARCO E COUTADA
Caminho da Alagoa;BARCO E COUTADA
Caminho da Quinta;BARCO E COUTADA
Caminho do Casal;BARCO E COUTADA
Caminho dos Covões;BARCO E COUTADA
Caminho dos Moleiros;BARCO E COUTADA
Estrada Barco -Silvares;BARCO E COUTADA
Estrada Municipal 513;BARCO E COUTADA
Estrada Municipal 513 Sítio do Vale Prado;BARCO E COUTADA
Estrada Nacional 343;BARCO E COUTADA
Largo Amoreira;BARCO E COUTADA
Largo Arrabalde;BARCO E COUTADA
Largo Cabeço Baixo;BARCO E COUTADA
Largo Capela;BARCO E COUTADA
Largo Fontinha;BARCO E COUTADA
Largo Infante Dom Henrique;BARCO E COUTADA
Largo São Sebastião;BARCO E COUTADA
Largo do Terreiro do Forno;BARCO E COUTADA
Pátio da Fontinha;BARCO E COUTADA
Quinta do Lagar;BARCO E COUTADA
Rua Alto Volta;BARCO E COUTADA
Rua Amoreira;BARCO E COUTADA
Rua Arrabalde;BARCO E COUTADA
Rua Cabeço Baixo;BARCO E COUTADA
Rua Cabeço de Cima;BARCO E COUTADA
Rua Calvário;BARCO E COUTADA
Rua Capela;BARCO E COUTADA
Rua Casão;BARCO E COUTADA
Rua Corredoura;BARCO E COUTADA
Rua Courela;BARCO E COUTADA
Rua Courela da Poça;BARCO E COUTADA
Rua Direita;BARCO E COUTADA
Rua Eira;BARCO E COUTADA
Rua Escadinhas;BARCO E COUTADA
Rua Escola Velha;BARCO E COUTADA
Rua Escolas;BARCO E COUTADA
Rua Fonte Romana;BARCO E COUTADA
Rua Fontinha;BARCO E COUTADA
Rua Forno;BARCO E COUTADA
Rua Fundo Povo;BARCO E COUTADA
Rua Furriel António Reis Morais;BARCO E COUTADA
Rua Igreja Nova;BARCO E COUTADA
Rua Igreja Velha;BARCO E COUTADA
Rua Independência;BARCO E COUTADA
Rua Lameirinha;BARCO E COUTADA
Rua Laranjeira;BARCO E COUTADA
Rua Lomba;BARCO E COUTADA
Rua Mina;BARCO E COUTADA
Rua Panquinha;BARCO E COUTADA
Rua Poça do Barro;BARCO E COUTADA
Rua Ribeirinho;BARCO E COUTADA
Rua Sobreirais;BARCO E COUTADA
Rua São Sebastião;BARCO E COUTADA
Rua São Simão;BARCO E COUTADA
Rua Terreiro;BARCO E COUTADA
Rua Torgal;BARCO E COUTADA
Rua Vale;BARCO E COUTADA
Rua Vale Prado;BARCO E COUTADA
Rua Valeira;BARCO E COUTADA
Rua Vinha da Valsa;BARCO E COUTADA
Rua da Cruz das Almas;BARCO E COUTADA
Rua da Fonte;BARCO E COUTADA
Rua da Fonte Velha;BARCO E COUTADA
Rua da Fraga;BARCO E COUTADA
Rua da Pedreira;BARCO E COUTADA
Rua das Fontainhas;BARCO E COUTADA
Rua das Minas da Recheira;BARCO E COUTADA
Rua das Sobreiras da Rainha;BARCO E COUTADA
Rua das Tapadas;BARCO E COUTADA
Rua do Carvalho da Iveca;BARCO E COUTADA
Rua do Casal;BARCO E COUTADA
Rua do Cimo do Povo;BARCO E COUTADA
Rua do Curral;BARCO E COUTADA
Rua do Saco;BARCO E COUTADA
Rua do Valinho;BARCO E COUTADA
Rua dos Aguilhões;BARCO E COUTADA
Sítio da Corredoura;BARCO E COUTADA
Sítio das Fontainhas;BARCO E COUTADA
Travessa Arrabalde;BARCO E COUTADA
Travessa Escolas;BARCO E COUTADA
Travessa Forno;BARCO E COUTADA
Travessa Jogo da Bola;BARCO E COUTADA
Travessa Mina;BARCO E COUTADA
Travessa Nº 1 da Estrada Nacional 343;BARCO E COUTADA
Travessa Terreiro do Forno;BARCO E COUTADA
Travessa Vale Prado;BARCO E COUTADA
Travessa da Alagoa;BARCO E COUTADA
Travessa da Capela;BARCO E COUTADA
Travessa da Corredoura;BARCO E COUTADA
Travessa da Eira;BARCO E COUTADA
Travessa da Fonte;BARCO E COUTADA
Travessa da Fontinha;BARCO E COUTADA
Travessa da Fraga;BARCO E COUTADA
Travessa da Iveca;BARCO E COUTADA
Travessa da Pedreira;BARCO E COUTADA
Travessa da Quelha;BARCO E COUTADA
Travessa da Rua da Fonte Velha;BARCO E COUTADA
Travessa da Tapada;BARCO E COUTADA
Travessa do Beco do Torgal;BARCO E COUTADA
Travessa do Valinho;BARCO E COUTADA
1ª Transversal Bairro Caldeirões;BOIDOBRA
1ª Transversal À Rua Bairro Novo;BOIDOBRA
1ª Transversal À Rua Nossa Senhora do Refúgio;BOIDOBRA
1ª Travessa da Rua Ribeiro Negro;BOIDOBRA
1ª Travessa do Bairro dos Freixos;BOIDOBRA
2ª Transversal Bairro Caldeirões;BOIDOBRA
2ª Travessa Bairro dos Freixos;BOIDOBRA
2ª Travessa da Rua Ribeiro Negro;BOIDOBRA
3ª Travessa Bairro dos Freixos;BOIDOBRA
Bairro da Boavista;BOIDOBRA
Bairro das Flores;BOIDOBRA
Bairro dos Caldeirões;BOIDOBRA
Bairro dos Freixos;BOIDOBRA
Beco Mimoso;BOIDOBRA
Beco da Meia Légua;BOIDOBRA
Beco do Cipreste;BOIDOBRA
Beco do Forno;BOIDOBRA
Beco do Salão Paroquial;BOIDOBRA
Caminho da Boavista;BOIDOBRA
Caminho da Quinta do Cabeço;BOIDOBRA
Canto da Ciência;BOIDOBRA
Canto da Praceta da Liberdade;BOIDOBRA
Eixo T.C.T. Refúgio;BOIDOBRA
Eixo T.C.T. Ribeiro Negro;BOIDOBRA
Estrada Municipal 506 Quinta Branca;BOIDOBRA
Estrada Municipal 507;BOIDOBRA
Estrada Nacional 230;BOIDOBRA
Estrada Quinta do Sol;BOIDOBRA
Lugar dos Lisboas;BOIDOBRA
Praceta Centro de Animação;BOIDOBRA
Praceta Liberdade;BOIDOBRA
Praceta Santa Casa da Misericórdia;BOIDOBRA
Praceta da Saudade;BOIDOBRA
Quinta do Tapado;BOIDOBRA
Rua 20 de Maio;BOIDOBRA
Rua Carolina Beatriz Ângelo;BOIDOBRA
Rua Centro Paroquial;BOIDOBRA
Rua Direita;BOIDOBRA
Rua Francisco Leal;BOIDOBRA
Rua Grupo Recreativo Refugiense;BOIDOBRA
Rua José Cardoso Pires;BOIDOBRA
Rua José Saramago;BOIDOBRA
Rua Malta;BOIDOBRA
Rua Mata Mouros;BOIDOBRA
Rua Nossa Senhora do Refúgio;BOIDOBRA
Rua Polito de Baixo;BOIDOBRA
Rua Portas do Sol;BOIDOBRA
Rua Quinta da Raposa;BOIDOBRA
Rua Quintas do Vale de Mouro;BOIDOBRA
Rua Ribeiro Negro;BOIDOBRA
Rua Rio Zêzere;BOIDOBRA
Rua Senhora da Estrela;BOIDOBRA
Rua Sophia de Mello Breyner Andresen;BOIDOBRA
Rua Sítio da Cruz;BOIDOBRA
Rua Zeca Afonso;BOIDOBRA
Rua da Alegria;BOIDOBRA
Rua da Boavista;BOIDOBRA
Rua da Emissora;BOIDOBRA
Rua da Igreja;BOIDOBRA
Rua da Ponte Seca;BOIDOBRA
Rua da Quinta da Branca;BOIDOBRA
Rua da Saudade;BOIDOBRA
Rua da Vinha Velha;BOIDOBRA
Rua das Cerzideiras;BOIDOBRA
Rua das Escolas;BOIDOBRA
Rua de Santo André;BOIDOBRA
Rua de São João;BOIDOBRA
Rua do Aeródromo;BOIDOBRA
Rua do Alvercão;BOIDOBRA
Rua do Bairro Novo;BOIDOBRA
Rua do Forno;BOIDOBRA
Rua do Moinho;BOIDOBRA
Rua do Operário Textil;BOIDOBRA
Rua do Património;BOIDOBRA
Rua do Pontão;BOIDOBRA
Rua do Saco;BOIDOBRA
Rua do Serrado;BOIDOBRA
Rua dos Moinhos;BOIDOBRA
Sítio dos Travessos;BOIDOBRA
Transversal da Rua Mata Mouros;BOIDOBRA
Travessa Malta;BOIDOBRA
Travessa Quinta das Ferreiras;BOIDOBRA
Travessa Quintas do Vale de Mouro;BOIDOBRA
Travessa da Meirinha;BOIDOBRA
Travessa da Moita;BOIDOBRA
Travessa da Ponte Seca;BOIDOBRA
Travessa da Quinta Branca;BOIDOBRA
Travessa do Jardim;BOIDOBRA
Urbanização Quinta Alãmpada;BOIDOBRA
Urbanização Quinta do Polito;BOIDOBRA
Urbanização Quinta do Sol;BOIDOBRA
Urbanização da Boavista;BOIDOBRA
Urbanização da Meirinha;BOIDOBRA
Alameda João Paulo II;CANTAR-GALO E VILA DO CARVALHO
Avenida 7 de Janeiro;CANTAR-GALO E VILA DO CARVALHO
Avenida Filarmónica Recreativa Carvalhense;CANTAR-GALO E VILA DO CARVALHO
Bairro da Saudade;CANTAR-GALO E VILA DO CARVALHO
Bairro dos Portais;CANTAR-GALO E VILA DO CARVALHO
Beco Brazão;CANTAR-GALO E VILA DO CARVALHO
Beco Canada;CANTAR-GALO E VILA DO CARVALHO
Beco Canada do Norte;CANTAR-GALO E VILA DO CARVALHO
Beco Delfina Ferreira;CANTAR-GALO E VILA DO CARVALHO
Beco Presa;CANTAR-GALO E VILA DO CARVALHO
Beco Quinta do Muro;CANTAR-GALO E VILA DO CARVALHO
Beco Romão;CANTAR-GALO E VILA DO CARVALHO
Beco da Rua Nova do Ribeiro da Relva;CANTAR-GALO E VILA DO CARVALHO
Caminho das Quintas;CANTAR-GALO E VILA DO CARVALHO
Canada de São Domingos;CANTAR-GALO E VILA DO CARVALHO
Canada do Andurão;CANTAR-GALO E VILA DO CARVALHO
Canada do Castinçal;CANTAR-GALO E VILA DO CARVALHO
Largo Doutor Carlos Coelho;CANTAR-GALO E VILA DO CARVALHO
Largo Ouron;CANTAR-GALO E VILA DO CARVALHO
Largo das Lages;CANTAR-GALO E VILA DO CARVALHO
Largo do Muro Alto;CANTAR-GALO E VILA DO CARVALHO
Largo do Povo da Pousadinha;CANTAR-GALO E VILA DO CARVALHO
Quinta das Calçadas;CANTAR-GALO E VILA DO CARVALHO
Ramal do Castinçal;CANTAR-GALO E VILA DO CARVALHO
Rua 1º de Maio;CANTAR-GALO E VILA DO CARVALHO
Rua 30 de Junho;CANTAR-GALO E VILA DO CARVALHO
Rua Amoreira;CANTAR-GALO E VILA DO CARVALHO
Rua Augusto Lopes Teixeira;CANTAR-GALO E VILA DO CARVALHO
Rua Barroca do Pio;CANTAR-GALO E VILA DO CARVALHO
Rua Calva Mimosa;CANTAR-GALO E VILA DO CARVALHO
Rua Calçada Romana;CANTAR-GALO E VILA DO CARVALHO
Rua Capela;CANTAR-GALO E VILA DO CARVALHO
Rua Castelo;CANTAR-GALO E VILA DO CARVALHO
Rua Centro Cívico;CANTAR-GALO E VILA DO CARVALHO
Rua Direita;CANTAR-GALO E VILA DO CARVALHO
Rua Escolas;CANTAR-GALO E VILA DO CARVALHO
Rua Estrada do Lameirão;CANTAR-GALO E VILA DO CARVALHO
Rua Fonte;CANTAR-GALO E VILA DO CARVALHO
Rua Grupo;CANTAR-GALO E VILA DO CARVALHO
Rua Grupo Instrução e Recreio;CANTAR-GALO E VILA DO CARVALHO
Rua Indústria;CANTAR-GALO E VILA DO CARVALHO
Rua Joaquim Farófia;CANTAR-GALO E VILA DO CARVALHO
Rua José Pacheco;CANTAR-GALO E VILA DO CARVALHO
Rua João Neves;CANTAR-GALO E VILA DO CARVALHO
Rua Junta de Freguesia;CANTAR-GALO E VILA DO CARVALHO
Rua Lameiro da Moita;CANTAR-GALO E VILA DO CARVALHO
Rua Lameirão de Baixo;CANTAR-GALO E VILA DO CARVALHO
Rua Lanofabril;CANTAR-GALO E VILA DO CARVALHO
Rua Liberdade;CANTAR-GALO E VILA DO CARVALHO
Rua Luís de Camões;CANTAR-GALO E VILA DO CARVALHO
Rua Maria Rosa de Carvoeira;CANTAR-GALO E VILA DO CARVALHO
Rua Meio;CANTAR-GALO E VILA DO CARVALHO
Rua Mina do Souto;CANTAR-GALO E VILA DO CARVALHO
Rua Nova Ribeiro da Relva;CANTAR-GALO E VILA DO CARVALHO
Rua Padre Parente;CANTAR-GALO E VILA DO CARVALHO
Rua Pio;CANTAR-GALO E VILA DO CARVALHO
Rua Professor Salcedas Pais;CANTAR-GALO E VILA DO CARVALHO
Rua Ramal do Canhoso;CANTAR-GALO E VILA DO CARVALHO
Rua Rego D'Água;CANTAR-GALO E VILA DO CARVALHO
Rua Relvão;CANTAR-GALO E VILA DO CARVALHO
Rua Ribeiro da Relva;CANTAR-GALO E VILA DO CARVALHO
Rua São Domingos;CANTAR-GALO E VILA DO CARVALHO
Rua Tapada;CANTAR-GALO E VILA DO CARVALHO
Rua Vale das Candeias;CANTAR-GALO E VILA DO CARVALHO
Rua da Alegria;CANTAR-GALO E VILA DO CARVALHO
Rua da Barreira;CANTAR-GALO E VILA DO CARVALHO
Rua da Belavista;CANTAR-GALO E VILA DO CARVALHO
Rua da Beringueira;CANTAR-GALO E VILA DO CARVALHO
Rua da Debarroca;CANTAR-GALO E VILA DO CARVALHO
Rua da Formiguinha;CANTAR-GALO E VILA DO CARVALHO
Rua da Mimosa;CANTAR-GALO E VILA DO CARVALHO
Rua da Portela;CANTAR-GALO E VILA DO CARVALHO
Rua das Figueiras;CANTAR-GALO E VILA DO CARVALHO
Rua das Flores;CANTAR-GALO E VILA DO CARVALHO
Rua das Lages;CANTAR-GALO E VILA DO CARVALHO
Rua das Palmeiras;CANTAR-GALO E VILA DO CARVALHO
Rua das Trapas;CANTAR-GALO E VILA DO CARVALHO
Rua do Andurão;CANTAR-GALO E VILA DO CARVALHO
Rua do Beco;CANTAR-GALO E VILA DO CARVALHO
Rua do Cabeço Gordo;CANTAR-GALO E VILA DO CARVALHO
Rua do Cabeço do Castelo;CANTAR-GALO E VILA DO CARVALHO
Rua do Caneco;CANTAR-GALO E VILA DO CARVALHO
Rua do Castinçal;CANTAR-GALO E VILA DO CARVALHO
Rua do Cruzeiro;CANTAR-GALO E VILA DO CARVALHO
Rua do Espírito Santo;CANTAR-GALO E VILA DO CARVALHO
Rua do Ouron;CANTAR-GALO E VILA DO CARVALHO
Rua do Pontão;CANTAR-GALO E VILA DO CARVALHO
Rua do Pouso;CANTAR-GALO E VILA DO CARVALHO
Rua do Salta Fora;CANTAR-GALO E VILA DO CARVALHO
Rua dos Alagoeiros;CANTAR-GALO E VILA DO CARVALHO
Rua dos Barreiros;CANTAR-GALO E VILA DO CARVALHO
Rua dos Campeões;CANTAR-GALO E VILA DO CARVALHO
Rua dos Portais;CANTAR-GALO E VILA DO CARVALHO
Rua dos Unidos;CANTAR-GALO E VILA DO CARVALHO
Sítio Senhor Jesus;CANTAR-GALO E VILA DO CARVALHO
Travessa 7 de Janeiro;CANTAR-GALO E VILA DO CARVALHO
Travessa Alagoeiros;CANTAR-GALO E VILA DO CARVALHO
Travessa Antiga;CANTAR-GALO E VILA DO CARVALHO
Travessa Arco;CANTAR-GALO E VILA DO CARVALHO
Travessa Augusto Fortuna;CANTAR-GALO E VILA DO CARVALHO
Travessa Carriço;CANTAR-GALO E VILA DO CARVALHO
Travessa Escadinhas;CANTAR-GALO E VILA DO CARVALHO
Travessa Grupo;CANTAR-GALO E VILA DO CARVALHO
Travessa Lameirão;CANTAR-GALO E VILA DO CARVALHO
Travessa Lameirão de Baixo;CANTAR-GALO E VILA DO CARVALHO
Travessa Maria Rosa da Carvoeira;CANTAR-GALO E VILA DO CARVALHO
Travessa Mimosas;CANTAR-GALO E VILA DO CARVALHO
Travessa Pedreira;CANTAR-GALO E VILA DO CARVALHO
Travessa Presa;CANTAR-GALO E VILA DO CARVALHO
Travessa Senhora da Conceição;CANTAR-GALO E VILA DO CARVALHO
Travessa Vale das Candeias;CANTAR-GALO E VILA DO CARVALHO
Travessa da Amoreira;CANTAR-GALO E VILA DO CARVALHO
Travessa da Capela;CANTAR-GALO E VILA DO CARVALHO
Travessa da Pousadinha;CANTAR-GALO E VILA DO CARVALHO
Travessa da Rua Direita;CANTAR-GALO E VILA DO CARVALHO
Travessa da Rua da Liberdade;CANTAR-GALO E VILA DO CARVALHO
Travessa das Escadinhas;CANTAR-GALO E VILA DO CARVALHO
Travessa das Trapas;CANTAR-GALO E VILA DO CARVALHO
Travessa de São Domingos;CANTAR-GALO E VILA DO CARVALHO
Travessa do Castelo;CANTAR-GALO E VILA DO CARVALHO
Travessa do Cruzeiro;CANTAR-GALO E VILA DO CARVALHO
Travessa do Ribeiro da Relva;CANTAR-GALO E VILA DO CARVALHO
Travessa dos Campeões;CANTAR-GALO E VILA DO CARVALHO
Travessa dos Morgados;CANTAR-GALO E VILA DO CARVALHO
Travessa dos Portais;CANTAR-GALO E VILA DO CARVALHO
Viela das Lages;CANTAR-GALO E VILA DO CARVALHO
Viela do Castelo;CANTAR-GALO E VILA DO CARVALHO
Viela do Ribeiro da Relva;CANTAR-GALO E VILA DO CARVALHO
1ª Travessa do Rossio;CASEGAS E OURONDO
2ª Travessa do Rossio;CASEGAS E OURONDO
Bairro das Escolas;CASEGAS E OURONDO
Bairro do Chão da Levada;CASEGAS E OURONDO
Beco da Escorregueira;CASEGAS E OURONDO
Beco dos Quintais;CASEGAS E OURONDO
Caminho Rural Casegas-Paul;CASEGAS E OURONDO
Estrada Municipal 511 Chão da Levada;CASEGAS E OURONDO
Largo de São Pedro;CASEGAS E OURONDO
Lugar de Lameiras;CASEGAS E OURONDO
Pátio da Amoreira;CASEGAS E OURONDO
Rua D'Além da Ponte;CASEGAS E OURONDO
Rua Direita;CASEGAS E OURONDO
Rua Monsenhor Joaquim Alves Brás;CASEGAS E OURONDO
Rua Quelha da Vinha;CASEGAS E OURONDO
Rua da Amoreira;CASEGAS E OURONDO
Rua da Bajanca;CASEGAS E OURONDO
Rua da Bocanheira;CASEGAS E OURONDO
Rua da Capela de São Sebastião;CASEGAS E OURONDO
Rua da Charamagueira;CASEGAS E OURONDO
Rua da Eira;CASEGAS E OURONDO
Rua da Escorregueira;CASEGAS E OURONDO
Rua da Fonte de Baixo;CASEGAS E OURONDO
Rua da Fonte de Cima;CASEGAS E OURONDO
Rua da Igreja;CASEGAS E OURONDO
Rua da Pereira;CASEGAS E OURONDO
Rua da Quelhinha;CASEGAS E OURONDO
Rua das Carvalhas;CASEGAS E OURONDO
Rua das Escolas;CASEGAS E OURONDO
Rua das Quelhas;CASEGAS E OURONDO
Rua de Santo António;CASEGAS E OURONDO
Rua do Adro;CASEGAS E OURONDO
Rua do Barrocão;CASEGAS E OURONDO
Rua do Caramoço;CASEGAS E OURONDO
Rua do Chão do Moinho;CASEGAS E OURONDO
Rua do Fernãobuque;CASEGAS E OURONDO
Rua do Forno;CASEGAS E OURONDO
Rua do Rossio;CASEGAS E OURONDO
Rua do Santuário Anjo da Guarda;CASEGAS E OURONDO
Rua do Vale Pereiro;CASEGAS E OURONDO
Rua do Vale das Figueiras;CASEGAS E OURONDO
Rua dos Depósitos de Água;CASEGAS E OURONDO
Rua dos Plomes;CASEGAS E OURONDO
Rua dos Quartos;CASEGAS E OURONDO
Travessa Chão do Moinho;CASEGAS E OURONDO
Travessa Nº 1 dos Plomes;CASEGAS E OURONDO
Travessa Nº 2 dos Plomes;CASEGAS E OURONDO
Travessa Nº 3 dos Plomes;CASEGAS E OURONDO
Travessa da Quelha da Vinha;CASEGAS E OURONDO
Travessa da Rua da Amoreira;CASEGAS E OURONDO
Travessa da Rua da Igreja;CASEGAS E OURONDO
Travessa da Rua de Santo António;CASEGAS E OURONDO
Travessa do Largo de São Pedro;CASEGAS E OURONDO
Avenida Viriato;CORTES DO MEIO
Beco Nº 1 à Rua da Carreira;CORTES DO MEIO
Beco Rua do Forno;CORTES DO MEIO
Beco da Rua do Pátio;CORTES DO MEIO
Canto Popular;CORTES DO MEIO
Canto da Calçada;CORTES DO MEIO
Canto das Flores;CORTES DO MEIO
Courelas;CORTES DO MEIO
Estrada Municipal 508;CORTES DO MEIO
Largo Nossa Senhora Carmo;CORTES DO MEIO
Largo Paz;CORTES DO MEIO
Largo Terreiro;CORTES DO MEIO
Praça Liberdade;CORTES DO MEIO
Rua Adro;CORTES DO MEIO
Rua Alto da Cerca;CORTES DO MEIO
Rua Cabecinho;CORTES DO MEIO
Rua Cabeço;CORTES DO MEIO
Rua Calvário;CORTES DO MEIO
Rua Calçada;CORTES DO MEIO
Rua Carreira;CORTES DO MEIO
Rua Casa do Santo;CORTES DO MEIO
Rua Castelo;CORTES DO MEIO
Rua Coreto;CORTES DO MEIO
Rua Cotovelo;CORTES DO MEIO
Rua Fonte;CORTES DO MEIO
Rua Fonte Baixo;CORTES DO MEIO
Rua Fonte Cimeira;CORTES DO MEIO
Rua Forno;CORTES DO MEIO
Rua Fundo Povo;CORTES DO MEIO
Rua Montes Hermínios;CORTES DO MEIO
Rua Portas do Sol;CORTES DO MEIO
Rua Ribeiro do Coelho;CORTES DO MEIO
Rua Santa Cruz;CORTES DO MEIO
Rua São Roque;CORTES DO MEIO
Rua Tapada Doutor António;CORTES DO MEIO
Rua da Lagariça;CORTES DO MEIO
Rua do Cascalhal;CORTES DO MEIO
Rua do Cemitério;CORTES DO MEIO
Rua do Poço da Monteira;CORTES DO MEIO
Sítio Tornadouro;CORTES DO MEIO
Travessa Adro;CORTES DO MEIO
Travessa Calvário;CORTES DO MEIO
Travessa Castelo;CORTES DO MEIO
Travessa Igreja;CORTES DO MEIO
Travessa Ribeiro do Coelho;CORTES DO MEIO
Travessa São Roque;CORTES DO MEIO
Travessa do Forno;CORTES DO MEIO
1ª Transversal Estrada do Campo de Aviação;COVILHÃ E CANHOSO
1ª Transversal à Rua da Amoreiras;COVILHÃ E CANHOSO
1ª Transversal à Rua do Rodrigo;COVILHÃ E CANHOSO
1ª Travessa da Rua Ribeira de Água Alta;COVILHÃ E CANHOSO
2ª Transversal Estrada do Campo de Aviação;COVILHÃ E CANHOSO
2ª Travessa da Rua Ribeira de Água Alta;COVILHÃ E CANHOSO
2ª Travessa à Rua Calva;COVILHÃ E CANHOSO
Alameda Pêro da Covilhã;COVILHÃ E CANHOSO
Alameda da Europa;COVILHÃ E CANHOSO
Alameda das Alfazemas;COVILHÃ E CANHOSO
Alameda das Bétulas;COVILHÃ E CANHOSO
Alameda do Rosmaninho;COVILHÃ E CANHOSO
Alameda dos Castanheiros;COVILHÃ E CANHOSO
Alameda dos Plátanos;COVILHÃ E CANHOSO
Alameda dos Teucrins;COVILHÃ E CANHOSO
Avenida 25 de Abril;COVILHÃ E CANHOSO
Avenida Anil;COVILHÃ E CANHOSO
Avenida Cidade Rio de Janeiro;COVILHÃ E CANHOSO
Avenida Felicidade;COVILHÃ E CANHOSO
Avenida Frei Heitor Pinto;COVILHÃ E CANHOSO
Avenida Infante Dom Henrique;COVILHÃ E CANHOSO
Avenida Santarém;COVILHÃ E CANHOSO
Avenida da República;COVILHÃ E CANHOSO
Avenida da Universidade;COVILHÃ E CANHOSO
Avenida dos Ulmeiros;COVILHÃ E CANHOSO
Bairro Doutor José Ranito Baltasar;COVILHÃ E CANHOSO
Bairro da Boavista;COVILHÃ E CANHOSO
Bairro de Nossa Senhora da Conceição;COVILHÃ E CANHOSO
Bairro do Alvito;COVILHÃ E CANHOSO
Beco Alegria;COVILHÃ E CANHOSO
Beco Castelo;COVILHÃ E CANHOSO
Beco Doutor Almeida Eusébio;COVILHÃ E CANHOSO
Beco Flores;COVILHÃ E CANHOSO
Beco Gameiro;COVILHÃ E CANHOSO
Beco Lages;COVILHÃ E CANHOSO
Beco Meio;COVILHÃ E CANHOSO
Beco Quebrada;COVILHÃ E CANHOSO
Beco Raimundo;COVILHÃ E CANHOSO
Beco Reis;COVILHÃ E CANHOSO
Beco Saco;COVILHÃ E CANHOSO
Beco Serrado;COVILHÃ E CANHOSO
Beco da Escola;COVILHÃ E CANHOSO
Beco da Estrela;COVILHÃ E CANHOSO
Beco da Quinta dos Negreiros;COVILHÃ E CANHOSO
Beco da Rua das Túlipas;COVILHÃ E CANHOSO
Beco da Urbanização da Boa Vista;COVILHÃ E CANHOSO
Beco das Giestas;COVILHÃ E CANHOSO
Beco do Forno;COVILHÃ E CANHOSO
Beco do Lameirão de Baixo;COVILHÃ E CANHOSO
Beco do Rodrigo;COVILHÃ E CANHOSO
Beco dos Melos;COVILHÃ E CANHOSO
Calçada Fonte do Lameiro;COVILHÃ E CANHOSO
Calçada Poldras;COVILHÃ E CANHOSO
Calçada Santa Cruz;COVILHÃ E CANHOSO
Calçada Santo André;COVILHÃ E CANHOSO
Calçada São Martinho;COVILHÃ E CANHOSO
Calçada São Silvestre;COVILHÃ E CANHOSO
Caminho Municipal 1005;COVILHÃ E CANHOSO
Caminho Quinta da Baiuca;COVILHÃ E CANHOSO
Caminho Quinta da Barreta;COVILHÃ E CANHOSO
Caminho Ribeiro de Flandres;COVILHÃ E CANHOSO
Caminho da Canada;COVILHÃ E CANHOSO
Caminho da Fonte Santa;COVILHÃ E CANHOSO
Caminho do Cabeço;COVILHÃ E CANHOSO
Caminho do Pedregal;COVILHÃ E CANHOSO
Caminho do Ribeiro;COVILHÃ E CANHOSO
Caminho dos Moinhos da Fábrica Velha;COVILHÃ E CANHOSO
Caminho dos Moinhos de Cima;COVILHÃ E CANHOSO
