Data,Autor,Texto,Likes,Respostas,Conteúdo_Comentários
2026-02-27T02:11:21.406Z,ch3red.bsky.social,"2021 X 2026

2021 foi literalmente o ano em que iniciei minha transição, por isso da máscara,

Além claro da Covilhã.",1,0,
2026-02-26T18:01:58+00:00,rss.dfaria.eu,"comunidadeculturaearte.com: Exibição comercial de cinema volta à Covilhã com filme “Terra Vil”, do realizador Luís Campos

A abertura das salas de cinema do Serra Shopping, na Covilhã, agendada para 05 de março, tem como cabeça de […]

https://comunidadeculturaearte.com/exibicao-comercial-de...",0,0,
2026-02-26T17:01:02.224Z,comculturaearte.bsky.social,"A abertura das salas de cinema do Serra Shopping, na Covilhã, agendada para 05 de março, tem como cabeça de cartaz o filme “Terra Vil”, do realizador Luís Campos, que se estreia hoje.

👉Sabe mais: comunidadeculturaearte.com/exibicao-com...",0,0,
2026-02-23T13:52:37.837Z,ricardobigodes.bsky.social,"Eu tenho família da Covilhã, adoro a Covilhã mas não sei se isto me convence 🤨🧐",4,3,"[@imutley.bsky.social: Hmmm provar provava (Likes: 1)] | [@diogoafsimoes.bsky.social: Se tem chocolate, provo (Likes: 1)] | [@rickm89.bsky.social: Estou curioso e ao mesmo tempo reticente 😅🤔 (Likes: 2)]"
2026-02-23T12:04:34.080Z,jornalexpresso.bsky.social,"Improvável e ousado, bombom de chocolate com queijo de ovelha criado na Covilhã “vai ser um sucesso”",2,1,[@elgatito.bsky.social:  (Likes: 1)]
2026-02-22T17:59:19.021Z,herald.goalbot.dev,"🏁 FULLTIME — SC Covilha 1–0 Caldas. Liga 3

#sccovilha #caldas",0,0,
2026-02-22T16:41:25.117Z,goalbot.dev,"GOAL! 36' — A. Liberal scores for SC Covilha. SC Covilha 1–0 Caldas. Liga 3

#sccovilha #caldas",0,0,
2026-02-22T16:39:25.111Z,goalbot.dev,"GOAL! 36' — SC Covilha. SC Covilha 1–0 Caldas. Liga 3

#sccovilha #caldas",0,0,
2026-02-08T13:07:18.193Z,portugalroots.bsky.social,#serradaestrela #portugal #visitportugal #torre #covilha #seia #estrela #wintervibes #snowday #mountaingetaway #naturelovers #hikingportugal #adventuretravel #neve #hiddengems #roadtrip,0,0,
2026-02-06T21:18:34.443Z,joaquimrene.bsky.social,"Kayzer Ballet, Covilhã.
#kayzerballet #marcogoecke #marcosmrau #ricardoruna #cultura #danca",0,0,
2026-02-06T16:55:27.407Z,atrevidas.bsky.social,"Massagens Matti
#Covilhã, Portugal
Ofereço serviços para adultos, massagem  e preliminares
Contate-nos pelo WhatsApp
www.atrevidas.eu/details.php?...",0,0,
2026-02-06T11:00:26+00:00,pt-noticias.bsky.social,"Ex-jogadores do Gil Vicente e do Sp. Covilhã condenados por corrupção – Futebol

https://www.europesays.com/pt/258826/

08:52 Segundo avança o ‘Jornal de Notícias’ 
 
 
 
 
 
 
 
 O ‘Jornal de…",0,0,
2026-02-05T21:42:42.761Z,pedrosales.bsky.social,"a covilhã nunca produziu tanto e exportou tanta fiação, incluindo tecidos inteligentes, como hoje. emprega é muitíssimo menos gente, claro.",0,2,[@mgpereira.bsky.social: Isso não sabia. (Likes: 0)] | [@detig.bsky.social: Fiação ou vestuário? A primeira está a montante da segunda (Likes: 0)]
2026-02-05T21:38:03.712Z,mgpereira.bsky.social,Tenho mesmo pena. A Covilhã chegou a ser o potentado da fiação. As peças iam a Inglaterra para “levar o carimbo “ e serem vendidas made in scotland.,0,1,"[@pedrosales.bsky.social: a covilhã nunca produziu tanto e exportou tanta fiação, incluindo tecidos inteligentes, como hoje. emprega é muitíssimo menos gente, claro. (Likes: 0)]"
2026-02-05T19:45:54.286Z,jrosaproenca.bsky.social,Infelizmente isto já são os últimos suspiros de uma força industrial da Covilhã que se foi delapidando desde há umas décadas atrás. Venho de uma família que estava ligada a essa área (até tenho como um dos apelidos... Lã) e já há muito tempo que o negócio se foi 😔,2,1,[@safaadib.bsky.social: É muito triste (Likes: 0)]
2026-02-04T22:21:24.428Z,aluzp.bsky.social,Museu de Lanifícios. Covilhã.,0,0,
2026-01-31T13:56:06.768973Z,sapo.pt,Deslizamento nas Minas da Panasqueira não compromete abastecimento de água na Covilhã,1,0,
2026-01-27T16:02:31.603775Z,recuerdosmo.bsky.social,"Covilhã es una agradable y tranquila ciudad perteneciente a la región de Beira Baixa en el Centro de Portugal. Es la principal puerta de entrada a la vertiente sureste del Parque Natural de la Sierra de la Estrella.
 
 Te contamos más aquí ",0,0,
2026-01-26T22:29:14.946Z,bluetigas.bsky.social,Não foi o Governo Português no tempo de Sócrates que comprou espaço no datacenter da Covilhã como forma de retribuir os favorzinhos que a MEO e o BES estavam a fazer? Note-se que este Visio corre em cima da cloud privada estatal de França.,1,1,"[@dpaxorales.bsky.social: tenho vaga ideia de uma temporada libreoffice na admin pública com taxas de rejeição aparentemente grandes mas nunca contabilizadas. não sei precisar qual o governo dessa altura, mas sei que não durou. (Likes: 1)]"
2026-01-26T10:00:28+00:00,pt-noticias.bsky.social,"Cirurgias cardíacas inovadoras no aniversário da Unidade de Intervenção Cardiovascular da Covilhã

https://www.europesays.com/pt/244787/

A Unidade Local de Saúde da Cova da Beira (ULS da Cova da Beira) vai assinalar, no próximo…",0,0,
2026-01-24T18:00:22+00:00,pt-entretenimento.bsky.social,"Pedro Jorge acorda com a casa coberta de neve. O cenário parece saído de um conto de fadas – Primeira Companhia

https://www.europesays.com/pt/242709/

Pedro Jorge regressou à sua terra natal, a Covilhã, e partilhou com os seguidores as imagens impressionantes do…",0,0,
2026-01-24T17:45:16+00:00,pt-noticias.bsky.social,"Pedro Jorge acorda com a casa coberta de neve. O cenário parece saído de um conto de fadas – Primeira Companhia

https://www.europesays.com/pt/242709/

Pedro Jorge regressou à sua terra natal, a Covilhã, e partilhou com os seguidores as imagens impressionantes do…",0,0,
2026-01-24T17:17:17.458Z,wire.goalbot.dev,"🏁 FULLTIME — Amora 0–0 SC Covilha. Liga 3

#amora #sccovilha",0,0,
2026-01-24T16:42:40.688Z,herald.goalbot.dev,"GOAL! 45' — Amora. Amora 1–0 SC Covilha. Liga 3

#amora #sccovilha",0,0,
2026-01-24T15:01:51.738Z,herald.goalbot.dev,"⚽ KICKOFF — Amora 0–0 SC Covilha. Liga 3

#amora #sccovilha",0,0,
2026-01-23T18:46:12.221247Z,sapo.pt,Derrocada de muro destrói quatro viaturas no concelho da Covilhã,0,0,
2026-01-23T11:01:53.772Z,mormadalena.bsky.social,"Almada ✔️
Amadora ✔️
Torres Vedras ✔️
Carcavelos 🕒
Santarém 🕟
Guarda 🕡
Chaves 🕢
Covilhã ⏳️",0,0,
2026-01-20T18:30:30+00:00,rss.dfaria.eu,"comunidadeculturaearte.com: Castello Lopes regressa em março à Covilhã e mantém cinema nas salas da cidade

A Castello Lopes Cinema volta a operar no Serra Shopping, garantindo a continuidade do cinema comercial na Covilhã, confirmou à […]

https://comunidadeculturaearte.com/castello-lopes-r...",0,0,
2026-01-16T09:46:50.968Z,visitportugal.com,"At the foot of Serra da Estrela, #Covilhã blends mountain tranquility with university energy. Discover its textile heritage at the Wool Museum, explore urban art, the Jewish Heritage Route, and local culture. Enjoy local gastronomy and outdoor activities in the mountains.
#VisitPortugal #Portugal",2,0,
2026-01-15T03:14:50.633Z,jornalexpresso.bsky.social,"Covilhã, Manteigas e Seia: estes são os hotéis recomendados para estar mais perto da Torre da Serra da Estrela",0,0,
2026-01-14T21:05:27.141Z,petethebullet.bsky.social,"Os municípios também têm Ascensores. Há outros em Lisboa. Há na Covilhã. E o mais belo e melhor de todos, o da Nazaré. Ainda no último fim de semana andei.",1,1,[@jafundo.bsky.social: Nos de Lisboa não ando. (Likes: 0)]
2026-01-14T18:03:06.837014Z,sapo.pt,"Covilhã, Manteigas e Seia: estes são os hotéis recomendados para estar mais perto da Torre da Serra da Estrela",0,0,
2026-01-12T17:59:22.644Z,pedrosales.bsky.social,"falou imprensa toda na covilhã. deu em directo nas tvs. observador fez um push, normal.",1,1,"[@bicodegas.bsky.social: Ah ok. Mas o meu ""estranho"" era irónico. (Likes: 1)]"
2026-01-12T16:46:02+00:00,eucup.bsky.social,"Complexo Desportivo da Covilhã: Jogo adiado pela FPF pelo mau estado do relvado no sábado recebe jogo da distrital no dia seguinte

https://www.eucup.com/1448661/

Complexo Desportivo da Covilhã: Jogo adiado pela FPF pelo mau estado do relvado no sábado recebe jogo da distrital no dia seguinte by …",0,0,
2026-01-11T20:08:22.353Z,herald.goalbot.dev,"⏸️ HALFTIME — SC Covilha 1–0 Academica. Liga 3

#sccovilha #academica",0,0,
2026-04-27T09:31:16.397Z,ubeirainterior.bsky.social,"𝐑𝐞𝐢𝐭𝐨𝐫𝐚 𝐝𝐚 𝐔𝐁𝐈 𝐝𝐞𝐬𝐭𝐚𝐜𝐚 𝐩𝐚𝐩𝐞𝐥 𝐞𝐬𝐭𝐫𝐚𝐭𝐞́𝐠𝐢𝐜𝐨 𝐝𝐨 𝐜𝐨𝐧𝐡𝐞𝐜𝐢𝐦𝐞𝐧𝐭𝐨 𝐧𝐚 𝐚𝐛𝐞𝐫𝐭𝐮𝐫𝐚 𝐝𝐨 𝐂𝐨𝐯𝐢𝐥𝐡𝐚̃ 𝐈𝐧𝐧𝐨𝐯 𝐒𝐮𝐦𝐦𝐢𝐭 𝟐𝟎𝟐𝟔

Ana Paula Duarte sublinhou a importância da criação de valor económico, social e humano.

Notícia completa: www.ubi.pt/Noticia/8236",0,0,
2026-04-26T20:18:59.160Z,movebeiras.pt,🎂 Junta-te a nós e vem celebrar o caminho-de-ferro entre a Covilhã e a Guarda!,0,0,
2026-04-26T20:18:58.622Z,movebeiras.pt,"No próximo domingo, 3 de Maio de 2026, convidamos-te a celebrar o 5.º aniversário da reabertura do troço Covilhã - Guarda e o 4º da Move Beiras!

📍 Aparece na estação da Benespera a partir das 14 horas, quando vamos reviver a tradição no forno da estação e preparar o lanche às 16 horas.",0,1,"[@movebeiras.pt: 
🎶 Animação garantida ao longo da tarde num momento de encontro, convívio e valorização do património ferroviário, reforçando o papel das comunidades locais na dinamização da Linha da Beira Baixa e a necessidade de um serviço justo para todos, no contexto actual de interrupção da linha. (Likes: 0)]"
2026-04-25T18:27:04.336Z,cabinedesportiva.bsky.social,SC Covilhã garantiu a manutenção na Liga 3.,0,0,
2026-04-25T17:32:25.588Z,terminal.goalbot.dev,"GOAL! 71' — F. Cruz scores for SC Covilha. Caldas 1–1 SC Covilha. Liga 3

#caldas #sccovilha",0,0,
2026-04-25T17:31:28.788Z,terminal.goalbot.dev,"GOAL! 70' — SC Covilha. Caldas 1–1 SC Covilha. Liga 3

#caldas #sccovilha",0,0,
2026-04-25T16:44:18.897Z,terminal.goalbot.dev,"GOAL! 39' — Tarzan scores for Caldas. Caldas 1–0 SC Covilha. Liga 3

#caldas #sccovilha",0,0,
2026-04-25T16:42:21.712Z,terminal.goalbot.dev,"GOAL! 39' — Caldas. Caldas 1–0 SC Covilha. Liga 3

#caldas #sccovilha",0,0,
2026-04-21T18:10:11.346961+00:00,astronomybot.bsky.social,"Today's weather in Covilhã, Portugal is Partly cloudy throughout the day with rain.

Temperature: 19˚C, 65.9˚F
Minimum temperature: 15˚C, 59.1˚F
Maximum temperature: 25˚C, 76.2˚F
Sunrise at 06:43:11 and sunset at 20:15:05 

Yellow Rain Warning alert from Tue Apr 21 12:20:00 2026 to Tue Apr 21 22:...",0,1,"[@astronomybot.bsky.social: ...00:00 2026
Showers, sometimes heavy and accompanied by thunderstorms, especially in mountainous areas. Possibility of convective gusts.

Hourly
00:00:00 - Clear
06:00:00 - Overcast
12:00:00 - Overcast
18:00:00 - Rain, Overcast
23:00:00 - Rain, Partially cloudy
 (Likes: 0)]"
2026-04-20T19:13:37Z,portaldragoes.bsky.social,"A 20 de abril de 1986, o FC Porto garantiu o título de campeão nacional com uma vitória por 4-2 frente ao Sporting da Covilhã, no Estádio das Antas, numa tarde que ficou gravada na história azul e branca. A equipa portista chegou ao jogo decisivo da I Divisão com a possibilidade de selar em ……",0,0,
2026-04-18T19:41:28Z,oalentejo.bsky.social,"Liga 3: Lusitano de Évora garante permanência com triunfo mínimo sobre o Covilhã (c/ vídeo)

Golo de Dida decidiu encontro e confirmou matematicamente a continuidade na Liga 3.",0,0,
2026-04-18T17:55:13.203Z,herald.goalbot.dev,"🏁 FULLTIME — Lusitano Évora 1911 1–0 SC Covilha. Liga 3

#lusitanoevora1911 #sccovilha",0,0,
2026-04-18T17:06:16.182Z,herald.goalbot.dev,"⚽ SECOND_HALF — Lusitano Évora 1911 1–0 SC Covilha. Liga 3

#lusitanoevora1911 #sccovilha",0,0,
2026-04-18T16:50:30.515Z,herald.goalbot.dev,"⏸️ HALFTIME — Lusitano Évora 1911 1–0 SC Covilha. Liga 3

#lusitanoevora1911 #sccovilha",0,0,
2026-04-18T16:17:34.091Z,gazette.goalbot.dev,"GOAL! 14' — D. Lopes scores for Lusitano Évora 1911. Lusitano Évora 1911 1–0 SC Covilha. Liga 3

#lusitanoevora1911 #sccovilha",0,0,
2026-04-18T16:17:29.641Z,herald.goalbot.dev,"GOAL! 14' — D. Lopes scores for Lusitano Évora 1911. Lusitano Évora 1911 1–0 SC Covilha. Liga 3

#lusitanoevora1911 #sccovilha",0,0,
2026-04-18T16:15:31.395Z,gazette.goalbot.dev,"GOAL! 14' — Lusitano Évora 1911. Lusitano Évora 1911 0–0 SC Covilha. Liga 3

#lusitanoevora1911 #sccovilha",0,0,
2026-04-18T16:15:26.939Z,herald.goalbot.dev,"GOAL! 14' — Lusitano Évora 1911. Lusitano Évora 1911 0–0 SC Covilha. Liga 3

#lusitanoevora1911 #sccovilha",0,0,
2026-04-18T16:04:29.051Z,herald.goalbot.dev,"⚽ KICKOFF — Lusitano Évora 1911 0–0 SC Covilha. Liga 3

#lusitanoevora1911 #sccovilha",0,0,
2026-04-16T17:25:16.736Z,fmarca.bsky.social,"A great afternoon in Covilhã. High-level presentations and two sharp keynotes that did exactly what this experts network calls for — engaging with Active Ageing critically, not just descriptively. Plenty to build on ahead of our next meeting. Thanks to UBI for the excellent organisation.",2,0,
2026-04-14T13:08:31.140Z,on-centro.bsky.social,"Em C. Branco, foram detidos 3 homens, com idades entre os 32 e os 39 anos, que acusaram taxas de álcool no sangue entre 1,71 g/l e 2,15 g/l. Na Covilhã, 2 homens, de 22 e 28 anos, apresentaram valores de 1,46 g/l e 2,14 g/l. Foram ainda detidos, 2 pessoas por condução sem habilitação legal.",0,0,
2026-04-14T11:31:58+01:00,rss.dfaria.eu,"WOOL | Covilhã Arte Urbana revela programação completa para edição comemorativa dos 15 anos

O WOOL | Covilhã Arte Urbana celebra 15 anos e regressa para mais uma edição em que o espaço público […]

comunidadeculturaearte.com",0,0,
2026-04-14T10:18:34.210Z,comculturaearte.bsky.social,"O WOOL | Covilhã Arte Urbana volta para a sua 13.a edição, num ano em que celebra 15 anos de regeneração da cidade. A programação completa já está disponível e pode ser consultada em woolfest.org.

PUB
comunidadeculturaearte.com/wool-covilha...",4,0,
2026-04-12T15:24:09.458Z,goalbot.dev,"GOAL! 58' — A. Liberal scores for SC Covilha. SC Covilha 2–1 Atlético CP. Liga 3

#sccovilha #atleticocp",0,0,
2026-04-12T15:20:57.088Z,inquirer.goalbot.dev,"GOAL! 56' — M. Barandas scores for Atlético CP. SC Covilha 2–1 Atlético CP. Liga 3

#sccovilha #atleticocp",0,0,
2026-04-12T15:20:55.997Z,inquirer.goalbot.dev,"GOAL! 59' — SC Covilha. SC Covilha 2–1 Atlético CP. Liga 3

#sccovilha #atleticocp",0,0,
2026-04-12T15:17:06.845Z,inquirer.goalbot.dev,"GOAL! 56' — Atlético CP. SC Covilha 1–1 Atlético CP. Liga 3

#sccovilha #atleticocp",0,0,
2026-04-12T14:27:26.566Z,inquirer.goalbot.dev,"GOAL! 20' — Jailson scores for SC Covilha. SC Covilha 1–0 Atlético CP. Liga 3

#sccovilha #atleticocp",0,0,
2026-04-12T14:23:34.969Z,inquirer.goalbot.dev,"GOAL! 20' — SC Covilha. SC Covilha 1–0 Atlético CP. Liga 3

#sccovilha #atleticocp",0,0,
2026-04-11T07:25:08.212Z,thebsp.org.uk,"Call for papers - Phenomenology and the Political: Experience, Power, and Methods

International Conference | University of Beira Interior (Covilhã, Portugal) | Organization: Albano Pina and Janilce Praseres (PRAXIS/UBI) | 2-3 December 2026

www.thebsp.org.uk/2026/04/11/c...",5,0,
2026-04-21T17:10:47.435525Z,idealistapt.bsky.social,"Palacete abandonado na Covilhã está à venda por 1,3 milhões de euros ",0,0,
2026-04-30T20:36:52.418Z,movebeiras.pt,"📸 Exposição “Linha da Beira Baixa: Troço Covilhã > Guarda no Século XXI”

Belmonte recebe, de 5 de Maio a 5 de Junho de 2026 no Welcome Center, a exposição fotográfica de Antero Pires dedicada ao troço ferroviário entre a Covilhã e a Guarda.",1,1,"[@movebeiras.pt: 🛤 Através de imagens captadas desde 2008, podemos observar a evolução deste troço encerrado durante 12 anos para obras, revelando as transformações do território, das suas paisagens e comunidades ao longo do Século XXI! (Likes: 0)]"
2026-04-30T16:38:43+00:00,dezanove.pt,Covilhã volta a sair à rua pela igualdade: 5ª Marcha LGBTQIAP+ acontece a 5 de Junho,0,0,
2026-05-01T16:50:14.238Z,gazette.goalbot.dev,"GOAL! 90' — SC Covilha. SC Covilha 1–1 Amora. Liga 3

#sccovilha #amora",0,0,
2026-05-01T16:48:14.762Z,haha.yes.goalbot.dev,"🟥 Red Card 90' (SC Covilha). SC Covilha 0–1 Amora. Liga 3

#sccovilha #amora",0,0,
2026-05-01T16:41:21.230Z,gazette.goalbot.dev,"GOAL! 81' — M. Antunes scores for Amora. SC Covilha 0–1 Amora. Liga 3

#sccovilha #amora",0,0,
2026-05-01T16:40:16.383Z,gazette.goalbot.dev,"GOAL! 80' — Amora. SC Covilha 0–1 Amora. Liga 3

#sccovilha #amora",0,0,
2026-05-01T16:39:17.726Z,gazette.goalbot.dev,"GOAL! 81' — M. Antunes scores for Amora. SC Covilha 0–1 Amora. Liga 3

#sccovilha #amora",0,0,
2026-05-01T16:38:25.180Z,gazette.goalbot.dev,"GOAL! 80' — Amora. SC Covilha 0–1 Amora. Liga 3

#sccovilha #amora",0,0,
2026-05-01T13:46:36+00:00,reisdesk.nl,"#Vakantie Dagaanbieding 1 mei: Hotel Santa Eufemia 6 dagen #hotel #vliegreis #Portugal #Covilhã - Vandaag: € 429,00 #goedkoop! - Kijk voor deze #aanbieding en meer op: reisdesk.nl/",0,0,
2026-05-02T15:15:10+00:00,pt-noticias.bsky.social,"Quem é Lua Afonso, a estudante de 18 anos da Covilhã elogiada no Parlamento? | Perfil

https://www.europesays.com/pt/366052/

Os dias da estudante Lua Afonso já eram uma correria — a jovem de 18 anos da Covilhã…",0,0,
2026-05-02T11:00:19+00:00,pt-noticias.bsky.social,"Igor Araújo acaba carreira de 20 anos no Covilhã com guarda de honra

https://www.europesays.com/pt/365831/

O guarda-redes Igor Araújo terminou esta sexta-feira com muita emoção uma carreira de 20 anos ao serviço do…",0,0,
2026-05-04T15:14:15.424Z,on-centro.bsky.social,"Relativamente à sinistralidade rodoviária, foram registados sete acidentes em Castelo Branco, dos quais resultaram um ferido grave, dois feridos ligeiros – num atropelamento – e danos materiais, bem como dois acidentes na Covilhã, sem vítimas a registar.

on-centro.pt/index.php/pt...",0,0,
2026-05-05T19:55:07.629Z,movebeiras.pt,"Está inaugurada a exposição ""Linha da Beira Baixa, Covilhã - Guarda no Século XXI""! 
Com fotografias de Antero Pires, decoração pelo Município de Belmonte e Museu Nacional Ferroviário, podes visitá-la até dia 5 de Junho no Welcome Center de Belmonte 😊",0,0,
2026-05-05T15:35:47.927Z,comculturaearte.bsky.social,"O festival WOOL, que se realiza na Covilhã, vai cancelar e reformular algumas das iniciativas previstas para a edição deste ano, após um “corte inesperado” de financiamento de cerca de 30% do orçamento, afirmou hoje a organização.

Sabe mais: comunidadeculturaearte.com/festival-woo...",0,0,
2026-05-05T16:31:07+01:00,rss.dfaria.eu,"Festival WOOL na Covilhã sobre “corte inesperado” de financiamento e é obrigado a reformular o programa do evento

O festival WOOL, que se realiza na Covilhã, vai cancelar e reformular algumas das iniciativas previstas para a edição deste […]

comunidadeculturaearte.com",0,0,
2026-05-06T11:00:00.228Z,desginmagazine.bsky.social,"13th edition of WOOL | Covilhã Urban Art 2026
 From 11 Jun 2026 to 21 Jun 2026, Covilhã, Portugal.

More info www.woolfest.org/en/wool/",0,0,
2026-05-08T10:19:06.923Z,desginmagazine.bsky.social,"Pontos de recollha dos kits de participação na acção artística comunitária ""A Nossa Casa"" na Covilhã! 
 
Há material e boa disposição em todos os locais. Há zero desculpas para não participar!

Mais info www.linkedin.com/company/wool...",0,0,
2026-05-11T10:55:40.601Z,paulopinto.bsky.social,"Prossegue o Ciclo de Cinema On the Move. A próxima sexta é dedicada à comunidade cigana: ""Balada de um Batráquio"" e ""Isaura"". Para comentar os filmes e conversar connosco, vamos ter as realizadoras: a Leonor Teles e a jovem Sandra Ofélia (que vem da Covilhã para o efeito)",0,0,
2026-05-11T10:30:42.106Z,desginmagazine.bsky.social,"13th edition of WOOL | Covilhã Urban Art 2026
 From 11 Jun 2026 to 21 Jun 2026, Covilhã, Portugal.

More info www.woolfest.org/en/wool/",1,0,
2026-05-13T10:33:44.330Z,mentecultural.bsky.social,"Os Efterklang regressam a Portugal em dezembro de 2026 para concertos na Covilhã, Lisboa, Espinho e Penafiel. Inclui residência artística de composição. Para saber tudo no site (link na bio)

#efterklang #concerto #agendadeconcertos #aovivo #efterklangportugal",1,0,
2026-05-14T01:11:17.390Z,record-portugal.bsky.social,Evento organizado pela Câmara da Covilhã decorre de 15 a 24 de maio,0,0,
2026-05-15T09:58:39.598Z,paulopinto.bsky.social,"Prossegue o On the Move no Avenidas. Vamos exibir ""Balada de um Batráquio"" e apresentar ""Isaura"". Estarão connosco as respetivas realizadoras, Leonor Teles e Sandra Ofélia, a jovem cineasta da UBI que vem da Covilhã para o efeito. Às 18h30 no Avenidas. A entrada é livre. youtu.be/u3DyUfMMJPI?...",0,0,
2026-05-16T15:29:09.860601Z,sapo.pt,Covilhã volta a receber festival aéreo com espetáculo de acrobacias,0,0,
2026-05-16T13:42:17.227976+00:00,worldfood.bsky.social,"🇵🇹 Portugal
🍽️ Taberna A Laranjinha
📍 Rua de Primeiro de Dezembro, Centro Histórico, Covilhã e Canhoso, Covilhã, Castelo Branco, 6200-151, Portugal

🔗 View on Google Maps",0,0,
2026-05-20T08:00:32+00:00,pt-noticias.bsky.social,"Universitário viola colega após festa na Covilhã – Portugal

https://www.europesays.com/pt/388218/

 O Correio da Manhã oferece nos seus artigos um espaço de comentário, que considera essencial para reflexão,…",0,0,
2026-05-20T21:15:11+00:00,eu-forums.bsky.social,"Andei a tirar fotos, algures entre o Fundão e a Covilhã

https://www.europesays.com/forums/154922/

No início deste ano, decidi arranjar um hobby e comprei uma máquina fotográfica. Comecei por publicar no Instagram,…",0,0,
2026-05-21T00:00:19+00:00,bytesde.bsky.social,"Ich habe Fotos gemacht, irgendwo zwischen Fundão und Covilhã

https://www.bytesde.com/1911715/

Anfang dieses Jahres entschloss ich mich, einem Hobby nachzugehen und kaufte eine Kamera. Ich habe angefangen, auf Instagram zu posten, habe die App jedoch aus Gründen der mentalen Hygiene …",0,0,
2026-05-20T23:34:18+00:00,csseo.bsky.social,"Stavo scattando delle foto, da qualche parte tra Fundão e Covilhã

https://www.csseo.org/1280001/

All’inizio di quest’anno ho deciso di dedicarmi ad un hobby e ho comprato una macchina fotografica. Ho iniziato a pubblicare su Instagram, ma ho finito per disinstallare l’app per motivi di igiene …",0,0,
2026-05-21T12:31:19+01:00,rss.dfaria.eu,"Programação musical da WOOL | Covilhã Arte Urbana volta a destacar a música alternativa nacional e emergente local

De 11 a 21 de junho a celebração das artes volta a invadir a cidade da Covilhã. A 13.ª edição […]

comunidadeculturaearte.com",0,0,
2026-05-24T19:33:24.418Z,ockamsrazor.bsky.social,"Tomorrow we head to Covilhã. Gateway to the Estrella.

Going on the twisty route - 6 hours riding time >330km, no motorways but plenty of roads like this.",1,0,
2026-05-25T18:38:13.855962Z,sapo.pt,Jardim Botânico da Covilhã recebe intervenção devido ao risco de queda de árvores,0,0,
