Data,Autor,Texto,Likes,Respostas,Conteúdo_Comentários
2026-02-27T02:11:21.406Z,ch3red.bsky.social,"2021 X 2026

2021 foi literalmente o ano em que iniciei minha transição, por isso da máscara,

Além claro da Covilhã.",1,0,
2026-02-26T18:01:58+00:00,rss.dfaria.eu,"comunidadeculturaearte.com: Exibição comercial de cinema volta à Covilhã com filme “Terra Vil”, do realizador Luís Campos

A abertura das salas de cinema do Serra Shopping, na Covilhã, agendada para 05 de março, tem como cabeça de […]

https://comunidadeculturaearte.com/exibicao-comercial-de...",0,0,
2026-02-26T17:01:02.224Z,comculturaearte.bsky.social,"A abertura das salas de cinema do Serra Shopping, na Covilhã, agendada para 05 de março, tem como cabeça de cartaz o filme “Terra Vil”, do realizador Luís Campos, que se estreia hoje.

👉Sabe mais: comunidadeculturaearte.com/exibicao-com...",0,0,
2026-02-23T13:52:37.837Z,ricardobigodes.bsky.social,"Eu tenho família da Covilhã, adoro a Covilhã mas não sei se isto me convence 🤨🧐",4,3,"[@imutley.bsky.social: Hmmm provar provava (Likes: 1)] | [@diogoafsimoes.bsky.social: Se tem chocolate, provo (Likes: 1)] | [@rickm89.bsky.social: Estou curioso e ao mesmo tempo reticente 😅🤔 (Likes: 2)]"
2026-02-23T12:04:34.080Z,jornalexpresso.bsky.social,"Improvável e ousado, bombom de chocolate com queijo de ovelha criado na Covilhã “vai ser um sucesso”",2,1,[@elgatito.bsky.social:  (Likes: 1)]
2026-02-22T17:59:19.021Z,herald.goalbot.dev,"🏁 FULLTIME — SC Covilha 1–0 Caldas. Liga 3

#sccovilha #caldas",0,0,
2026-02-22T16:41:25.117Z,goalbot.dev,"GOAL! 36' — A. Liberal scores for SC Covilha. SC Covilha 1–0 Caldas. Liga 3

#sccovilha #caldas",0,0,
2026-02-22T16:39:25.111Z,goalbot.dev,"GOAL! 36' — SC Covilha. SC Covilha 1–0 Caldas. Liga 3

#sccovilha #caldas",0,0,
2026-02-08T13:07:18.193Z,portugalroots.bsky.social,#serradaestrela #portugal #visitportugal #torre #covilha #seia #estrela #wintervibes #snowday #mountaingetaway #naturelovers #hikingportugal #adventuretravel #neve #hiddengems #roadtrip,0,0,
2026-02-06T21:18:34.443Z,joaquimrene.bsky.social,"Kayzer Ballet, Covilhã.
#kayzerballet #marcogoecke #marcosmrau #ricardoruna #cultura #danca",0,0,
2026-02-06T16:55:27.407Z,atrevidas.bsky.social,"Massagens Matti
#Covilhã, Portugal
Ofereço serviços para adultos, massagem  e preliminares
Contate-nos pelo WhatsApp
www.atrevidas.eu/details.php?...",0,0,
2026-02-06T11:00:26+00:00,pt-noticias.bsky.social,"Ex-jogadores do Gil Vicente e do Sp. Covilhã condenados por corrupção – Futebol

https://www.europesays.com/pt/258826/

08:52 Segundo avança o ‘Jornal de Notícias’         O ‘Jornal de…",0,0,
2026-02-05T21:42:42.761Z,pedrosales.bsky.social,"a covilhã nunca produziu tanto e exportou tanta fiação, incluindo tecidos inteligentes, como hoje. emprega é muitíssimo menos gente, claro.",0,2,[@mgpereira.bsky.social: Isso não sabia. (Likes: 0)] | [@detig.bsky.social: Fiação ou vestuário? A primeira está a montante da segunda (Likes: 0)]
2026-02-05T21:38:03.712Z,mgpereira.bsky.social,Tenho mesmo pena. A Covilhã chegou a ser o potentado da fiação. As peças iam a Inglaterra para “levar o carimbo “ e serem vendidas made in scotland.,0,1,"[@pedrosales.bsky.social: a covilhã nunca produziu tanto e exportou tanta fiação, incluindo tecidos inteligentes, como hoje. emprega é muitíssimo menos gente, claro. (Likes: 0)]"
2026-02-05T19:45:54.286Z,jrosaproenca.bsky.social,Infelizmente isto já são os últimos suspiros de uma força industrial da Covilhã que se foi delapidando desde há umas décadas atrás. Venho de uma família que estava ligada a essa área (até tenho como um dos apelidos... Lã) e já há muito tempo que o negócio se foi 😔,2,1,[@safaadib.bsky.social: É muito triste (Likes: 0)]
2026-02-04T22:21:24.428Z,aluzp.bsky.social,Museu de Lanifícios. Covilhã.,0,0,
2026-01-31T13:56:06.768973Z,sapo.pt,Deslizamento nas Minas da Panasqueira não compromete abastecimento de água na Covilhã,1,0,
2026-01-27T16:02:31.603775Z,recuerdosmo.bsky.social,"Covilhã es una agradable y tranquila ciudad perteneciente a la región de Beira Baixa en el Centro de Portugal. Es la principal puerta de entrada a la vertiente sureste del Parque Natural de la Sierra de la Estrella.
 
 Te contamos más aquí ",0,0,
2026-01-26T22:29:14.946Z,bluetigas.bsky.social,Não foi o Governo Português no tempo de Sócrates que comprou espaço no datacenter da Covilhã como forma de retribuir os favorzinhos que a MEO e o BES estavam a fazer? Note-se que este Visio corre em cima da cloud privada estatal de França.,1,1,"[@dpaxorales.bsky.social: tenho vaga ideia de uma temporada libreoffice na admin pública com taxas de rejeição aparentemente grandes mas nunca contabilizadas. não sei precisar qual o governo dessa altura, mas sei que não durou. (Likes: 1)]"
2026-01-26T10:00:28+00:00,pt-noticias.bsky.social,"Cirurgias cardíacas inovadoras no aniversário da Unidade de Intervenção Cardiovascular da Covilhã

https://www.europesays.com/pt/244787/

A Unidade Local de Saúde da Cova da Beira (ULS da Cova da Beira) vai assinalar, no próximo…",0,0,
2026-01-24T18:00:22+00:00,pt-entretenimento.bsky.social,"Pedro Jorge acorda com a casa coberta de neve. O cenário parece saído de um conto de fadas – Primeira Companhia

https://www.europesays.com/pt/242709/

Pedro Jorge regressou à sua terra natal, a Covilhã, e partilhou com os seguidores as imagens impressionantes do…",0,0,
2026-01-24T17:45:16+00:00,pt-noticias.bsky.social,"Pedro Jorge acorda com a casa coberta de neve. O cenário parece saído de um conto de fadas – Primeira Companhia

https://www.europesays.com/pt/242709/

Pedro Jorge regressou à sua terra natal, a Covilhã, e partilhou com os seguidores as imagens impressionantes do…",0,0,
2026-01-24T17:17:17.458Z,wire.goalbot.dev,"🏁 FULLTIME — Amora 0–0 SC Covilha. Liga 3

#amora #sccovilha",0,0,
2026-01-24T16:42:40.688Z,herald.goalbot.dev,"GOAL! 45' — Amora. Amora 1–0 SC Covilha. Liga 3

#amora #sccovilha",0,0,
2026-01-24T15:01:51.738Z,herald.goalbot.dev,"⚽ KICKOFF — Amora 0–0 SC Covilha. Liga 3

#amora #sccovilha",0,0,
2026-01-23T18:46:12.221247Z,sapo.pt,Derrocada de muro destrói quatro viaturas no concelho da Covilhã,0,0,
2026-01-23T11:01:53.772Z,mormadalena.bsky.social,"Almada ✔️
Amadora ✔️
Torres Vedras ✔️
Carcavelos 🕒
Santarém 🕟
Guarda 🕡
Chaves 🕢
Covilhã ⏳️",0,0,
2026-01-20T18:30:30+00:00,rss.dfaria.eu,"comunidadeculturaearte.com: Castello Lopes regressa em março à Covilhã e mantém cinema nas salas da cidade

A Castello Lopes Cinema volta a operar no Serra Shopping, garantindo a continuidade do cinema comercial na Covilhã, confirmou à […]

https://comunidadeculturaearte.com/castello-lopes-r...",0,0,
2026-01-16T09:46:50.968Z,visitportugal.com,"At the foot of Serra da Estrela, #Covilhã blends mountain tranquility with university energy. Discover its textile heritage at the Wool Museum, explore urban art, the Jewish Heritage Route, and local culture. Enjoy local gastronomy and outdoor activities in the mountains.
#VisitPortugal #Portugal",2,0,
2026-01-15T03:14:50.633Z,jornalexpresso.bsky.social,"Covilhã, Manteigas e Seia: estes são os hotéis recomendados para estar mais perto da Torre da Serra da Estrela",0,0,
2026-01-14T21:05:27.141Z,petethebullet.bsky.social,"Os municípios também têm Ascensores. Há outros em Lisboa. Há na Covilhã. E o mais belo e melhor de todos, o da Nazaré. Ainda no último fim de semana andei.",1,1,[@jafundo.bsky.social: Nos de Lisboa não ando. (Likes: 0)]
2026-01-14T18:03:06.837014Z,sapo.pt,"Covilhã, Manteigas e Seia: estes são os hotéis recomendados para estar mais perto da Torre da Serra da Estrela",0,0,
2026-01-12T17:59:22.644Z,pedrosales.bsky.social,"falou imprensa toda na covilhã. deu em directo nas tvs. observador fez um push, normal.",1,1,"[@bicodegas.bsky.social: Ah ok. Mas o meu ""estranho"" era irónico. (Likes: 1)]"
2026-01-12T16:46:02+00:00,eucup.bsky.social,"Complexo Desportivo da Covilhã: Jogo adiado pela FPF pelo mau estado do relvado no sábado recebe jogo da distrital no dia seguinte

https://www.eucup.com/1448661/

Complexo Desportivo da Covilhã: Jogo adiado pela FPF pelo mau estado do relvado no sábado recebe jogo da distrital no dia seguinte by …",0,0,
2026-01-11T20:08:22.353Z,herald.goalbot.dev,"⏸️ HALFTIME — SC Covilha 1–0 Academica. Liga 3

#sccovilha #academica",0,0,
